order_id,carrier,ship_ts,estimated_delivery_date,delivered_ts,delivery_status
ORD000000614,Shadowfax,2023-05-07 07:28:04,2023-05-09,2023-05-12 07:28:04,delivered
ORD000000615,Shadowfax,2024-01-23 16:55:36,2024-01-28,2024-01-28 16:55:36,delivered
ORD000000616,XpressBees,2024-10-11 15:15:34,2024-10-14,2024-10-17 15:15:34,delivered
ORD000000617,XpressBees,2024-03-09 08:40:40,2024-03-13,2024-03-14 08:40:40,delivered
ORD000000618,BlueDart,2023-12-27 12:47:29,2023-12-29,2023-12-29 12:47:29,delivered
ORD000000619,Delhivery,2024-10-08 18:21:16,2024-10-13,2024-10-11 18:21:16,delivered
ORD000000620,Delhivery,2024-12-01 15:58:31,2024-12-04,2024-12-07 15:58:31,delivered
ORD000000621,Ekart,2024-10-02 18:56:15,2024-10-10,,in_transit
ORD000000622,Shadowfax,2023-11-03 09:21:42,2023-11-05,2023-11-08 09:21:42,delivered
ORD000000623,IndiaPost,2024-04-03 00:06:12,2024-04-08,2024-04-09 00:06:12,delivered
ORD000000624,Shadowfax,2024-01-19 20:28:20,2024-01-24,,in_transit
ORD000000626,Delhivery,2023-11-21 04:14:53,2023-11-23,2023-11-22 04:14:53,delivered
ORD000000627,IndiaPost,2024-10-05 09:32:58,2024-10-13,2024-10-15 09:32:58,delivered
ORD000000629,Ekart,2024-10-27 22:58:26,2024-10-31,2024-10-28 22:58:26,delivered
ORD000000630,XpressBees,2024-12-30 06:41:47,2025-01-01,2025-01-03 06:41:47,delivered
ORD000000631,BlueDart,2023-09-22 18:44:31,2023-09-25,2023-09-19 18:44:31,delivered
ORD000000632,Shadowfax,2023-04-13 00:24:15,2023-04-17,2023-04-20 00:24:15,delivered
ORD000000633,BlueDart,2024-12-10 02:41:16,2024-12-12,2024-12-13 02:41:16,delivered
ORD000000634,XpressBees,2023-05-27 07:55:58,2023-05-29,2023-05-31 07:55:58,delivered
ORD000000635,Shadowfax,2024-08-21 09:25:20,2024-08-24,2024-08-24 09:25:20,delivered
ORD000000636,BlueDart,2023-01-31 12:57:16,2023-02-03,,in_transit
ORD000000637,Shadowfax,2023-07-21 20:17:16,2023-07-24,2023-07-23 20:17:16,delivered
ORD000000639,Delhivery,2023-09-14 15:58:33,2023-09-15,2023-09-19 15:58:33,delivered
ORD000000640,Shadowfax,2024-11-05 10:48:02,2024-11-09,,in_transit
ORD000000641,Ekart,2023-05-29 14:20:44,2023-05-31,2023-06-02 14:20:44,delivered
ORD000000642,XpressBees,2023-05-28 08:20:11,2023-05-30,,in_transit
ORD000000644,BlueDart,2024-12-06 15:50:46,2024-12-09,2024-12-12 15:50:46,delivered
ORD000000645,Ekart,2023-10-28 01:00:16,2023-11-02,2023-11-03 01:00:16,delivered
ORD000000647,BlueDart,2023-01-23 22:22:41,2023-01-30,2023-02-02 22:22:41,delivered
ORD000000648,Ekart,2024-10-03 03:42:02,2024-10-05,2024-10-07 03:42:02,delivered
ORD000000649,Delhivery,2024-07-10 11:13:23,2024-07-13,2024-07-12 11:13:23,delivered
ORD000000651,IndiaPost,2024-04-26 09:43:20,2024-04-30,2024-05-03 09:43:20,delivered
ORD000000652,XpressBees,2024-11-25 04:35:58,2024-11-29,,delivered
ORD000000653,IndiaPost,2023-10-29 23:50:51,2023-10-31,2023-11-01 23:50:51,delivered
ORD000000654,IndiaPost,2024-07-18 02:17:46,2024-07-23,2024-07-23 02:17:46,delivered
ORD000000655,IndiaPost,2024-07-12 19:55:37,2024-07-14,2024-07-09 19:55:37,in_transit
ORD000000656,XpressBees,2023-08-19 22:04:42,2023-08-22,,in_transit
ORD000000657,XpressBees,2024-11-06 18:12:15,2024-11-09,2024-11-08 18:12:15,delivered
ORD000000658,IndiaPost,2024-08-29 04:19:06,2024-09-01,2024-09-04 04:19:06,delivered
ORD000000659,Shadowfax,2024-10-21 13:27:01,2024-10-24,2024-10-23 13:27:01,delivered
ORD000000660,IndiaPost,2023-10-19 14:18:46,2023-10-21,2023-10-21 14:18:46,delivered
ORD000000662,BlueDart,2023-09-29 22:57:47,2023-10-01,2023-09-30 22:57:47,delivered
ORD000000663,Ekart,2024-12-17 08:44:57,2024-12-20,2024-12-23 08:44:57,delivered
ORD000000664,Delhivery,2023-01-16 11:39:54,2023-01-22,2023-01-21 11:39:54,delivered
ORD000000665,Shadowfax,2024-04-09 18:27:01,2024-04-13,2024-04-11 18:27:01,delivered
ORD000000666,IndiaPost,2023-04-04 15:44:55,2023-04-08,2023-04-09 15:44:55,delivered
ORD000000667,Ekart,2024-07-07 15:30:56,2024-07-08,2024-07-10 15:30:56,delivered
ORD000000668,BlueDart,2023-10-21 03:04:56,2023-10-22,2023-10-22 03:04:56,delivered
ORD000000670,IndiaPost,2024-10-23 22:49:46,2024-10-26,2024-10-27 22:49:46,delivered
ORD000000671,Shadowfax,2023-10-23 19:34:13,2023-10-26,,in_transit
ORD000000672,XpressBees,2024-09-24 19:49:04,2024-09-30,2024-10-03 19:49:04,delivered
ORD000000673,Shadowfax,2024-06-03 03:34:36,2024-06-11,2024-06-13 03:34:36,delivered
ORD000000675,XpressBees,2023-10-08 10:11:54,2023-10-12,,in_transit
ORD000000676,IndiaPost,2023-06-29 01:03:52,2023-07-02,2023-07-01 01:03:52,delivered
ORD000000677,Shadowfax,2023-02-20 22:24:15,2023-02-22,2023-02-24 22:24:15,delivered
ORD000000678,XpressBees,2024-01-12 11:52:27,2024-01-14,2024-01-16 11:52:27,delivered
ORD000000679,IndiaPost,2024-02-01 16:15:53,2024-02-03,2024-02-04 16:15:53,delivered
ORD000000680,Delhivery,2023-11-28 00:06:01,2023-11-30,2023-11-29 00:06:01,delivered
ORD000000681,Ekart,2024-12-03 16:47:53,2024-12-05,2024-12-07 16:47:53,delivered
ORD000000682,BlueDart,2023-01-08 03:30:28,2023-01-11,2023-01-13 03:30:28,delivered
ORD000000683,XpressBees,2024-10-11 21:14:32,2024-10-13,2024-10-17 21:14:32,delivered
ORD000000684,Delhivery,2024-09-16 00:52:38,2024-09-24,2024-09-24 00:52:38,delivered
ORD000000685,BlueDart,2024-08-10 04:33:05,2024-08-18,2024-08-18 04:33:05,delivered
ORD000000686,BlueDart,2024-01-18 11:28:02,2024-01-20,2024-01-15 11:28:02,delivered
ORD000000689,BlueDart,2024-07-28 01:43:20,2024-07-31,2024-08-01 01:43:20,delivered
ORD000000690,IndiaPost,2024-10-06 06:32:16,2024-10-08,2024-10-11 06:32:16,delivered
ORD000000691,Ekart,2023-07-20 22:03:48,2023-07-24,,in_transit
ORD000000692,Delhivery,2024-02-13 19:51:20,2024-02-18,2024-02-20 19:51:20,delivered
ORD000000693,Shadowfax,2023-11-07 03:54:58,2023-11-09,2023-11-13 03:54:58,delivered
ORD000000694,Shadowfax,2024-04-29 05:55:44,2024-04-30,2024-05-01 05:55:44,delivered
ORD000000695,Delhivery,2024-08-03 12:55:09,2024-08-06,2024-08-09 12:55:09,delivered
ORD000000696,BlueDart,2023-05-29 01:37:37,2023-06-05,2023-06-07 01:37:37,delivered
ORD000000697,Shadowfax,2023-05-28 02:01:25,2023-06-01,2023-06-01 02:01:25,delivered
ORD000000698,BlueDart,2023-02-03 02:37:20,2023-02-06,2023-02-06 02:37:20,delivered
ORD000000699,IndiaPost,2023-05-14 01:27:38,2023-05-19,2023-05-17 01:27:38,delivered
ORD000000700,Ekart,2023-07-26 13:58:49,2023-07-27,2023-07-31 13:58:49,delivered
ORD000000701,IndiaPost,2023-02-28 06:19:08,2023-03-07,2023-03-09 06:19:08,delivered
ORD000000702,XpressBees,2023-10-14 04:50:54,2023-10-16,2023-10-19 04:50:54,delivered
ORD000000703,XpressBees,2024-05-29 18:21:17,2024-06-01,2024-06-01 18:21:17,delivered
ORD000000704,Delhivery,2024-09-09 16:22:43,2024-09-12,2024-09-11 16:22:43,delivered
ORD000000705,IndiaPost,2023-10-10 17:19:15,2023-10-12,2023-10-15 17:19:15,delivered
ORD000000706,Delhivery,2023-03-10 20:08:45,2023-03-12,2023-03-15 20:08:45,delivered
ORD000000708,Delhivery,2023-10-29 22:58:49,2023-10-31,,in_transit
ORD000000709,BlueDart,2023-08-04 01:50:45,2023-08-08,2023-08-09 01:50:45,delivered
ORD000000710,XpressBees,2023-12-21 07:16:37,2023-12-26,2023-12-28 07:16:37,delivered
ORD000000711,Ekart,2024-12-20 22:30:18,2024-12-29,2024-12-31 22:30:18,delivered
ORD000000712,XpressBees,2023-10-23 05:50:48,2023-10-31,2023-10-29 05:50:48,delivered
ORD000000713,Delhivery,2024-12-11 12:29:08,2024-12-14,2024-12-14 12:29:08,delivered
ORD000000714,BlueDart,2023-08-06 20:22:49,2023-08-09,2023-08-12 20:22:49,delivered
ORD000000715,Delhivery,2023-03-30 12:36:46,2023-03-31,,delivered
ORD000000716,XpressBees,2023-05-14 08:26:01,2023-05-18,2023-05-23 08:26:01,delivered
ORD000000717,Ekart,2024-08-24 01:11:22,2024-08-31,2024-09-03 01:11:22,delivered
ORD000000718,IndiaPost,2024-01-29 11:38:19,2024-02-01,2024-01-31 11:38:19,delivered
ORD000000719,Delhivery,2024-03-08 06:16:59,2024-03-10,,delivered
ORD000000720,Delhivery,2024-12-18 20:44:11,2024-12-23,2024-12-27 20:44:11,delivered
ORD000000721,Ekart,2024-01-02 21:50:49,2024-01-07,2024-01-07 21:50:49,delivered
ORD000000722,Shadowfax,2023-04-09 17:51:33,2023-04-12,2023-04-13 17:51:33,delivered
ORD000000723,IndiaPost,2024-07-06 03:39:36,2024-07-08,2024-07-08 03:39:36,delivered
ORD000000724,BlueDart,2023-06-27 02:47:45,2023-06-30,2023-06-30 02:47:45,delivered
ORD000000725,Delhivery,2024-03-08 07:20:09,2024-03-11,2024-03-12 07:20:09,delivered
ORD000000726,IndiaPost,2024-10-14 07:42:21,2024-10-17,2024-10-21 07:42:21,delivered
ORD000000727,BlueDart,2023-12-25 06:56:08,2023-12-27,2023-12-27 06:56:08,delivered
ORD000000728,Shadowfax,2023-09-29 04:05:00,2023-10-01,2023-10-04 04:05:00,delivered
ORD000000729,IndiaPost,2024-03-03 23:24:17,2024-03-06,2024-03-05 23:24:17,delivered
ORD000000730,Shadowfax,2023-04-18 10:32:02,2023-04-22,2023-04-26 10:32:02,delivered
ORD000000731,Shadowfax,2023-09-22 17:43:11,2023-09-25,2023-09-27 17:43:11,delivered
ORD000000732,XpressBees,2024-01-04 04:37:20,2024-01-07,2024-01-11 04:37:20,delivered
ORD000000733,Ekart,2023-08-07 08:41:15,2023-08-08,2023-08-12 08:41:15,delivered
ORD000000735,Shadowfax,2024-03-10 17:24:40,2024-03-14,2024-03-12 17:24:40,delivered
ORD000000737,Delhivery,2023-10-29 13:51:22,2023-10-31,2023-11-01 13:51:22,delivered
ORD000000738,XpressBees,2024-12-31 07:40:52,2025-01-05,2025-01-09 07:40:52,delivered
ORD000000739,IndiaPost,2023-04-05 10:13:59,2023-04-07,2023-04-10 10:13:59,delivered
ORD000000740,Delhivery,2023-05-11 02:27:10,2023-05-15,2023-05-17 02:27:10,delivered
ORD000000741,IndiaPost,2024-10-25 10:04:17,2024-10-31,,in_transit
ORD000000743,XpressBees,2024-11-07 06:36:13,2024-11-11,2024-11-11 06:36:13,delivered
ORD000000745,Shadowfax,2024-01-21 11:42:00,2024-01-25,2024-01-25 11:42:00,delivered
ORD000000746,Ekart,2023-08-27 18:04:00,2023-08-30,2023-08-31 18:04:00,delivered
ORD000000747,Delhivery,2023-10-16 23:55:22,2023-10-24,2023-10-23 23:55:22,delivered
ORD000000749,IndiaPost,2023-02-15 04:53:51,2023-02-17,2023-02-19 04:53:51,delivered
ORD000000750,Shadowfax,2024-08-19 05:51:21,2024-08-26,2024-08-27 05:51:21,delivered
ORD000000751,Delhivery,2024-10-04 04:06:02,2024-10-07,2024-10-09 04:06:02,delivered
ORD000000752,IndiaPost,2024-06-24 05:35:04,2024-06-28,2024-06-30 05:35:04,delivered
ORD000000753,BlueDart,2023-02-13 01:26:19,2023-02-15,,in_transit
ORD000000754,Shadowfax,2024-07-27 20:08:26,2024-07-30,2024-07-28 20:08:26,delivered
ORD000000755,BlueDart,2024-07-10 03:39:46,2024-07-13,2024-07-16 03:39:46,delivered
ORD000000756,Shadowfax,2023-01-09 01:58:45,2023-01-11,2023-01-17 01:58:45,delivered
ORD000000758,Delhivery,2023-04-22 14:05:37,2023-04-26,2023-04-28 14:05:37,delivered
ORD000000759,Shadowfax,2024-12-12 20:24:44,2024-12-17,2024-12-16 20:24:44,delivered
ORD000000761,IndiaPost,2023-07-23 20:07:59,2023-07-25,,in_transit
ORD000000762,Delhivery,2024-06-10 18:12:38,2024-06-15,2024-06-14 18:12:38,delivered
ORD000000764,Delhivery,2023-06-08 14:57:02,2023-06-09,2023-06-10 14:57:02,delivered
ORD000000765,Ekart,2023-01-06 21:40:46,2023-01-14,2023-01-16 21:40:46,delivered
ORD000000766,Shadowfax,2024-10-04 04:38:16,2024-10-09,2024-10-12 04:38:16,delivered
ORD000000767,Ekart,2023-01-28 15:33:39,2023-02-05,2023-02-04 15:33:39,delivered
ORD000000768,Ekart,2024-04-21 15:03:52,2024-04-25,2024-04-26 15:03:52,delivered
ORD000000769,XpressBees,2024-03-08 22:57:32,2024-03-12,2024-03-16 22:57:32,delivered
ORD000000770,BlueDart,2024-01-05 18:56:11,2024-01-11,2024-01-10 18:56:11,delivered
ORD000000771,IndiaPost,2023-10-25 00:58:21,2023-10-26,2023-10-30 00:58:21,delivered
ORD000000772,BlueDart,2023-09-15 07:46:51,2023-09-17,2023-09-22 07:46:51,delivered
ORD000000773,Delhivery,2024-12-09 18:09:13,2024-12-17,2024-12-15 18:09:13,delivered
ORD000000774,XpressBees,2024-09-02 23:34:20,2024-09-07,2024-09-09 23:34:20,delivered
ORD000000775,Shadowfax,2024-11-09 22:21:54,2024-11-16,2024-11-17 22:21:54,delivered
ORD000000776,Ekart,2024-07-19 13:41:47,2024-07-22,2024-07-22 13:41:47,delivered
ORD000000777,Delhivery,2024-10-06 16:00:08,2024-10-07,2024-10-12 16:00:08,delivered
ORD000000778,Shadowfax,2024-12-15 18:38:54,2024-12-18,2024-12-17 18:38:54,delivered
ORD000000781,Shadowfax,2023-02-02 19:21:21,2023-02-06,2023-02-05 19:21:21,delivered
ORD000000782,Delhivery,2023-04-02 09:10:06,2023-04-03,2023-04-03 09:10:06,delivered
ORD000000783,IndiaPost,2023-12-30 06:55:06,2024-01-04,2024-01-03 06:55:06,delivered
ORD000000784,BlueDart,2023-12-08 02:44:12,2023-12-10,2023-12-12 02:44:12,delivered
ORD000000785,IndiaPost,2023-11-24 02:05:44,2023-11-25,2023-11-28 02:05:44,delivered
ORD000000786,XpressBees,2024-01-29 22:00:54,2024-02-01,2024-02-02 22:00:54,delivered
ORD000000787,BlueDart,2024-01-31 06:05:07,2024-02-02,2024-02-04 06:05:07,delivered
ORD000000788,Ekart,2024-10-22 11:35:36,2024-10-25,2024-10-27 11:35:36,delivered
ORD000000790,BlueDart,2023-10-01 08:08:10,2023-10-02,2023-10-05 08:08:10,delivered
ORD000000791,XpressBees,2024-06-21 04:25:41,2024-06-24,2024-06-25 04:25:41,delivered
ORD000000793,IndiaPost,2024-10-05 03:18:03,2024-10-07,2024-10-07 03:18:03,delivered
ORD000000794,Delhivery,2023-09-24 01:58:22,2023-09-27,2023-09-25 01:58:22,delivered
ORD000000795,Delhivery,2023-01-03 07:38:44,2023-01-10,2023-01-12 07:38:44,delivered
ORD000000796,IndiaPost,2024-11-28 11:12:15,2024-12-02,2024-12-02 11:12:15,delivered
ORD000000797,Delhivery,2023-02-04 06:23:09,2023-02-07,2023-02-06 06:23:09,delivered
ORD000000798,Delhivery,2024-06-03 11:03:09,2024-06-07,2024-06-08 11:03:09,delivered
ORD000000799,BlueDart,2023-10-02 11:37:24,2023-10-06,2023-10-08 11:37:24,delivered
ORD000000800,XpressBees,2023-11-11 02:47:09,2023-11-12,2023-11-14 02:47:09,delivered
ORD000000801,Delhivery,2024-10-06 20:48:06,2024-10-10,2024-10-07 20:48:06,delivered
ORD000000802,BlueDart,2023-11-07 03:26:07,2023-11-09,2023-11-08 03:26:07,delivered
ORD000000803,Shadowfax,2023-05-02 17:55:47,2023-05-06,2023-05-09 17:55:47,delivered
ORD000000804,Shadowfax,2024-08-05 20:03:26,2024-08-08,2024-08-09 20:03:26,delivered
ORD000000805,BlueDart,2023-01-15 09:56:06,2023-01-17,2023-01-18 09:56:06,delivered
ORD000000806,BlueDart,2023-08-25 15:23:01,2023-08-28,2023-08-30 15:23:01,delivered
ORD000000807,BlueDart,2024-01-30 01:16:52,2024-02-01,2024-02-04 01:16:52,delivered
ORD000000808,XpressBees,2023-11-24 05:13:36,2023-11-25,2023-11-29 05:13:36,delivered
ORD000000809,BlueDart,2024-04-11 11:08:56,2024-04-14,2024-04-13 11:08:56,delivered
ORD000000810,XpressBees,2023-10-25 19:33:12,2023-10-29,2023-10-29 19:33:12,delivered
ORD000000811,XpressBees,2023-10-28 19:04:17,2023-11-03,2023-11-04 19:04:17,delivered
ORD000000812,Ekart,2023-10-12 13:05:10,2023-10-16,2023-10-17 13:05:10,delivered
ORD000000813,XpressBees,2024-10-27 06:24:42,2024-11-01,2024-10-30 06:24:42,delivered
ORD000000814,XpressBees,2023-01-10 23:23:52,2023-01-14,2023-01-14 23:23:52,delivered
ORD000000816,Shadowfax,2023-10-15 09:18:25,2023-10-18,2023-10-21 09:18:25,delivered
ORD000000817,BlueDart,2023-10-20 10:49:18,2023-10-24,2023-10-24 10:49:18,delivered
ORD000000819,BlueDart,2023-10-28 23:12:46,2023-10-30,2023-10-29 23:12:46,delivered
ORD000000820,Delhivery,2024-04-07 11:30:56,2024-04-09,2024-04-12 11:30:56,delivered
ORD000000821,Ekart,2024-11-03 09:21:51,2024-11-05,2024-11-07 09:21:51,delivered
ORD000000822,XpressBees,2024-10-10 21:32:47,2024-10-12,2024-10-07 21:32:47,delivered
ORD000000823,BlueDart,2024-01-10 04:43:58,2024-01-18,2024-01-17 04:43:58,delivered
ORD000000824,XpressBees,2024-07-04 12:36:35,2024-07-12,,in_transit
ORD000000825,Delhivery,2023-10-29 01:09:12,2023-10-31,2023-11-01 01:09:12,delivered
ORD000000826,Ekart,2024-08-26 02:48:27,2024-08-30,2024-09-02 02:48:27,delivered
ORD000000827,Shadowfax,2023-05-25 17:27:25,2023-05-27,2023-05-28 17:27:25,delivered
ORD000000828,XpressBees,2023-02-06 06:30:56,2023-02-12,,in_transit
ORD000000829,XpressBees,2024-02-01 03:58:44,2024-02-03,2024-02-04 03:58:44,delivered
ORD000000830,BlueDart,2023-07-02 14:43:24,2023-07-11,2099-01-01 00:00:00,delivered
ORD000000831,Ekart,2024-07-16 02:18:37,2024-07-18,2024-07-18 02:18:37,delivered
ORD000000832,Shadowfax,2023-03-27 15:11:05,2023-03-30,2023-04-07 15:11:05,delivered
ORD000000833,XpressBees,2023-01-03 15:58:26,2023-01-06,2023-01-08 15:58:26,delivered
ORD000000834,XpressBees,2024-05-30 12:17:55,2024-05-31,2024-06-01 12:17:55,delivered
ORD000000836,Shadowfax,2024-12-05 20:40:51,2024-12-07,2024-12-10 20:40:51,delivered
ORD000000837,Delhivery,2023-08-01 05:57:05,2023-08-08,2023-08-07 05:57:05,delivered
ORD000000838,Delhivery,2023-04-15 01:26:53,2023-04-16,2023-04-18 01:26:53,delivered
ORD000000839,IndiaPost,2023-01-15 20:21:31,2023-01-19,2023-01-18 20:21:31,delivered
ORD000000840,Shadowfax,2023-11-27 16:50:02,2023-12-01,2023-12-04 16:50:02,delivered
ORD000000841,BlueDart,2023-03-24 20:17:37,2023-03-30,2023-04-02 20:17:37,delivered
ORD000000842,Ekart,2024-08-26 01:22:26,2024-08-27,2024-08-31 01:22:26,delivered
ORD000000843,Shadowfax,2023-02-28 14:39:17,2023-03-03,2023-03-04 14:39:17,delivered
ORD000000844,Ekart,2024-11-08 09:58:21,2024-11-10,2024-11-12 09:58:21,delivered
ORD000000845,BlueDart,2024-02-02 05:05:47,2024-02-03,2024-02-08 05:05:47,delivered
ORD000000846,BlueDart,2024-06-17 11:19:32,2024-06-21,2024-06-25 11:19:32,delivered
ORD000000847,Delhivery,2023-04-22 10:39:30,2023-04-24,2023-04-26 10:39:30,delivered
ORD000000848,Shadowfax,2023-03-14 17:40:22,2023-03-22,2023-03-22 17:40:22,delivered
ORD000000849,BlueDart,2023-10-13 12:12:10,2023-10-16,2023-10-18 12:12:10,delivered
ORD000000850,XpressBees,2024-01-14 21:08:33,2024-01-19,2024-01-18 21:08:33,delivered
ORD000000851,Ekart,2024-03-04 03:17:33,2024-03-11,2024-03-12 03:17:33,delivered
ORD000000852,IndiaPost,2023-10-05 07:05:25,2023-10-09,,in_transit
ORD000000853,BlueDart,2023-08-23 16:20:40,2023-08-31,2023-09-02 16:20:40,delivered
ORD000000854,Ekart,2024-12-28 09:22:35,2024-12-30,2025-01-01 09:22:35,delivered
ORD000000855,XpressBees,2023-08-22 21:31:20,2023-08-26,2023-08-24 21:31:20,delivered
ORD000000856,XpressBees,2023-04-27 16:39:20,2023-05-02,2023-05-03 16:39:20,delivered
ORD000000858,XpressBees,2023-09-19 02:44:54,2023-09-24,2023-09-23 02:44:54,delivered
ORD000000859,IndiaPost,2023-11-09 23:07:34,2023-11-14,2023-11-15 23:07:34,delivered
ORD000000860,BlueDart,2024-04-14 07:29:52,2024-04-16,2024-04-17 07:29:52,delivered
ORD000000861,Delhivery,2024-03-26 18:35:21,2024-03-29,2024-03-28 18:35:21,delivered
ORD000000862,Ekart,2024-06-18 17:16:23,2024-06-20,2024-06-23 17:16:23,delivered
ORD000000863,Shadowfax,2023-05-13 00:41:17,2023-05-15,2023-05-14 00:41:17,delivered
ORD000000864,Delhivery,2023-02-05 07:43:52,2023-02-10,,in_transit
ORD000000865,Shadowfax,2024-09-07 21:33:52,2024-09-12,2024-09-14 21:33:52,delivered
ORD000000866,XpressBees,2023-07-06 15:32:44,2023-07-12,2023-07-16 15:32:44,delivered
ORD000000867,Shadowfax,2023-09-29 12:47:47,2023-10-03,2023-10-05 12:47:47,delivered
ORD000000868,XpressBees,2023-12-08 23:58:25,2023-12-12,2023-12-14 23:58:25,delivered
ORD000000869,Shadowfax,2024-07-04 07:49:59,2024-07-09,2024-07-08 07:49:59,delivered
ORD000000870,Shadowfax,2023-05-18 07:07:27,2023-05-22,2023-05-21 07:07:27,delivered
ORD000000871,Ekart,2024-10-31 23:37:30,2024-11-03,2024-11-02 23:37:30,delivered
ORD000000872,Ekart,2023-10-02 10:32:50,2023-10-05,2023-10-04 10:32:50,delivered
ORD000000874,Ekart,2023-09-03 00:50:02,2023-09-06,2023-09-06 00:50:02,delivered
ORD000000875,XpressBees,2024-07-11 18:41:18,2024-07-14,2024-07-13 18:41:18,delivered
ORD000000876,Ekart,2023-10-23 19:29:54,2023-10-28,2023-10-27 19:29:54,delivered
ORD000000877,Delhivery,2024-10-07 11:02:38,2024-10-10,2024-10-10 11:02:38,delivered
ORD000000878,Delhivery,2023-12-14 04:29:19,2023-12-22,2023-12-23 04:29:19,delivered
ORD000000879,Shadowfax,2024-10-22 12:13:15,2024-10-25,2024-10-25 12:13:15,delivered
ORD000000880,Delhivery,2024-08-05 17:17:39,2024-08-07,2024-08-12 17:17:39,delivered
ORD000000881,IndiaPost,2024-03-11 20:54:00,2024-03-16,2024-03-16 20:54:00,delivered
ORD000000882,BlueDart,2023-08-03 21:54:14,2023-08-07,2023-08-09 21:54:14,delivered
ORD000000883,Delhivery,2023-08-12 10:50:58,2023-08-14,2023-08-18 10:50:58,delivered
ORD000000885,Ekart,2024-11-12 02:14:39,2024-11-13,2024-11-15 02:14:39,delivered
ORD000000886,XpressBees,2023-04-27 08:15:17,2023-04-30,2023-05-01 08:15:17,delivered
ORD000000887,XpressBees,2023-06-23 13:47:15,2023-06-27,2023-06-24 13:47:15,delivered
ORD000000888,Shadowfax,2023-03-30 23:01:43,2023-04-07,2023-04-08 23:01:43,delivered
ORD000000889,Shadowfax,2023-06-21 05:24:04,2023-06-26,2023-06-27 05:24:04,delivered
ORD000000890,Ekart,2023-09-07 18:06:41,2023-09-10,2023-09-11 18:06:41,delivered
ORD000000892,XpressBees,2023-03-20 10:06:56,2023-03-24,2023-03-25 10:06:56,delivered
ORD000000893,Delhivery,2024-10-26 10:55:43,2024-10-31,2024-11-01 10:55:43,delivered
ORD000000894,XpressBees,2024-12-21 22:57:57,2024-12-25,2024-12-24 22:57:57,delivered
ORD000000896,BlueDart,2023-12-08 23:31:16,2023-12-13,2023-12-14 23:31:16,delivered
ORD000000897,BlueDart,2024-01-22 04:54:50,2024-01-24,2024-01-24 04:54:50,delivered
ORD000000898,Delhivery,2023-06-25 04:41:02,2023-06-27,2023-06-30 04:41:02,delivered
ORD000000899,BlueDart,2024-07-17 10:20:51,2024-07-20,2024-07-23 10:20:51,delivered
ORD000000900,Ekart,2024-03-06 11:47:48,2024-03-14,,in_transit
ORD000000901,BlueDart,2023-04-04 19:05:36,2023-04-06,2023-04-07 19:05:36,delivered
ORD000000902,Delhivery,2024-10-30 08:59:05,2024-11-07,2024-11-08 08:59:05,delivered
ORD000000903,Delhivery,2023-09-17 21:34:36,2023-09-22,2023-09-24 21:34:36,delivered
ORD000000904,Delhivery,2023-05-13 06:52:57,2023-05-18,2023-05-20 06:52:57,delivered
ORD000000906,IndiaPost,2023-03-26 12:56:57,2023-04-04,,in_transit
ORD000000907,IndiaPost,2023-02-17 14:34:06,2023-02-24,2023-02-25 14:34:06,delivered
ORD000000908,Shadowfax,2023-07-23 03:28:53,2023-07-25,2023-07-26 03:28:53,delivered
ORD000000909,Shadowfax,2023-10-01 23:15:52,2023-10-06,2023-10-05 23:15:52,delivered
ORD000000910,Delhivery,2023-11-19 16:58:39,2023-11-22,2023-11-20 16:58:39,delivered
ORD000000911,Delhivery,2024-06-06 15:34:56,2024-06-09,2024-06-09 15:34:56,delivered
ORD000000912,Shadowfax,2023-10-21 09:12:13,2023-10-26,2023-10-26 09:12:13,delivered
ORD000000914,IndiaPost,2023-01-03 02:14:19,2023-01-05,2023-01-09 02:14:19,delivered
ORD000000915,XpressBees,2023-10-28 09:37:41,2023-10-29,2023-10-30 09:37:41,delivered
ORD000000916,BlueDart,2024-11-28 22:57:40,2024-12-03,2024-12-02 22:57:40,delivered
ORD000000918,Delhivery,2024-07-26 00:16:06,2024-07-27,2024-07-29 00:16:06,delivered
ORD000000919,Ekart,2023-09-20 05:50:36,2023-09-22,2023-09-24 05:50:36,delivered
ORD000000920,Shadowfax,2023-12-29 05:23:34,2024-01-05,2024-01-07 05:23:34,delivered
ORD000000921,XpressBees,2024-10-11 14:53:00,2024-10-13,2024-10-08 14:53:00,delivered
ORD000000922,Ekart,2024-10-25 07:16:10,2024-10-27,2024-10-30 07:16:10,delivered
ORD000000923,BlueDart,2024-06-29 12:58:29,2024-07-01,2024-07-05 12:58:29,delivered
ORD000000924,IndiaPost,2023-12-08 17:29:46,2023-12-12,2023-12-12 17:29:46,delivered
ORD000000925,Delhivery,2023-02-28 20:53:04,2023-03-08,2023-03-11 20:53:04,delivered
ORD000000928,Shadowfax,2023-10-17 01:39:01,2023-10-18,2023-10-20 01:39:01,delivered
ORD000000929,BlueDart,2023-01-16 12:45:44,2023-01-18,2023-01-22 12:45:44,delivered
ORD000000930,IndiaPost,2023-11-20 16:38:50,2023-11-22,2023-11-23 16:38:50,delivered
ORD000000931,XpressBees,2024-03-23 05:04:59,2024-03-29,2024-03-31 05:04:59,delivered
ORD000000932,IndiaPost,2024-03-21 00:56:18,2024-03-22,,in_transit
ORD000000933,BlueDart,2024-02-15 10:31:47,2024-02-16,2024-02-18 10:31:47,delivered
