product_id,product_name,category,subcategory,brand,mrp_inr,weight_grams
PROD0000336,Aveer Power Banks,Mobiles & Accessories,Power Banks,Zenda,40322.0,370
PROD0000337,Vayu Dining,Home & Kitchen,Dining,Zenda,1003.0,8353
PROD0000338,Nirvi Watches,Fashion,Watches,Indus,350.0,1062
PROD0000339,Rasa Furnishing,Home & Kitchen,Furnishing,Yugen,978.0,4355
PROD0000340,Kanha Women Ethnic,Fashion,Women Ethnic,Bluewood,407.0,719
PROD0000341,Nirvi Yoga,Sports & Fitness,Yoga,BharatTech,2584.0,9037
PROD0000342,Nova Decor,Home & Kitchen,Decor,Aveer,1345.0,6371
PROD0000343,Kaya Yoga,Sports & Fitness,Yoga,Vayu,2163.0,4242
PROD0000344,Meraki Watches,Fashion,Watches,Zivame,530.0,1184
PROD0000345,Sattva Power Banks,Mobiles & Accessories,Power Banks,Rasa,30471.0,140
PROD0000346,Vayu Fiction,Books,Fiction,Tanish,745.0,306
PROD0000347,Vira Beverages,grocery,Beverages,Zenda,862.0,2594
PROD0000348,Meraki Earphones,Mobiles & Accessories,Earphones,Aveer,9691.0,65
PROD0000349,Vayu Grooming,Beauty & Personal Care,Grooming,Vira,984.0,783
PROD0000350,Araku Haircare,Beauty & Personal Care,Haircare,Vayu,956.0,630
PROD0000351,Yugen Power Banks,Mobiles & Accessories,Power Banks,Kanha,10333.0,356
PROD0000352,Kanha Decor,Home & Kitchen,Decor,Aveer,653.0,6143
PROD0000353,Bluewood Laptops,Electronics,Laptops,Zenda,14936.0,1444
PROD0000354,Araku Cases & Covers,Mobiles & Accessories,Cases & Covers,Kanha,9509.0,380
PROD0000355,Kanha Personal Hygiene,Grocery,Personal Hygiene,Orion,212.0,3336
PROD0000356,Ovi Furnishing,Home & Kitchen,Furnishing,Suraj,378.0,334
PROD0000357,Zivame Regional,Books,Regional,Suraj,694.0,535
PROD0000358,Trisha Microwave,APPLIANCES,Microwave,BharatTech,9651.0,7270
PROD0000359,Prisma Fitness Equipment,Sports & Fitness,Fitness Equipment,Zenda,1397.0,13141
PROD0000360,Bluewood Bags,Fashion,Bags,Trisha,788.0,336
PROD0000361,Rasa Men Topwear,Fashion,Men Topwear,Yugen,462.0,1078
PROD0000362,Sattva Watches,Fashion,Watches,Aveer,996.0,907
PROD0000363,Sattva Skincare,Beauty & Personal Care,Skincare,Tanish,588.0,333
PROD0000364,Zivame Furnishing,Home & Kitchen,Furnishing,Prisma,1671.0,6925
PROD0000365,Orion Iron,Appliances,Iron,Aveer,1365.0,532
PROD0000366,Rasa Watches,Fashion,Watches,Bluewood,785.0,1344
PROD0000367,Aveer Cases & Covers,Mobiles & Accessories,Cases & Covers,Kaya,9748.0,177
PROD0000368,Aveer Personal Hygiene,Grocery,Personal Hygiene,Kanha,678.0,2091
PROD0000369,Orion Snacks,Grocery,Snacks,Yugen,81.0,4428
PROD0000370,Orion Watches,Fashion,Watches,Sattva,3051.0,969
PROD0000371,Vira Microwave,Appliances,Microwave,Aveer,3453.0,24827
PROD0000372,Sattva Storage,Home & Kitchen,Storage,Meraki,406.0,6901
PROD0000373,Orion Non-Fiction,Books,Non-Fiction,Prisma,676.0,285
PROD0000374,Suraj Watches,Fashion,Watches,Kaya,352.0,836
PROD0000375,Vira Storage,Home & Kitchen,Storage,Vayu,2078.0,11894
PROD0000376,Yugen Power Banks,Mobiles & Accessories,Power Banks,Trisha,34089.0,366
PROD0000377,Tanish Laptops,Electronics,Laptops,Trisha,17028.0,1348
PROD0000378,Orion Non-Fiction,Books,Non-Fiction,Aveer,79.0,873
PROD0000379,Ovi Kids Wear,Fashion,Kids Wear,Tanish,982.0,833
PROD0000380,Nova Earphones,Mobiles & Accessories,Earphones,Ovi,13117.0,120
PROD0000381,Ovi Cameras,Electronics,Cameras,Rasa,15568.0,2240
PROD0000382,Trisha Men Topwear,Fashion,Men Topwear,Bluewood,989.0,877
PROD0000383,Trisha Water Purifier,Appliances,Water Purifier,Vayu,3393.0,18450
PROD0000384,Meraki Watches,Fashion,Watches,Indus,510.0,1347
PROD0000385,Trisha Iron,Appliances,Iron,Indus,4099.0,23457
PROD0000386,BharatTech Staples,Grocery,Staples,Kaya,540.0,8147
PROD0000387,Amara Bags,Fashion,Bags,Nova,947.0,1200
PROD0000388,Aveer Children,Books,Children,Kanha,445.0,1037
PROD0000389,Araku Earphones,Mobiles & Accessories,Earphones,Suraj,14107.0,130
PROD0000390,Orion Bags,Fashion,Bags,Nirvi,1373.0,230
PROD0000391,Rasa Power Banks,Mobiles & Accessories,Power Banks,Tanish,22963.0,229
PROD0000392,Indus Chargers,Mobiles & Accessories,Chargers,Nirvi,6008.0,252
PROD0000393,Vira Earphones,Mobiles & Accessories,Earphones,Indus,15440.0,173
PROD0000394,Indus Earphones,Mobiles & Accessories,Earphones,Tanish,8205.0,326
PROD0000395,Sattva Beverages,Grocery,Beverages,Vayu,187.0,7406
PROD0000396,Suraj Cookware,Home & Kitchen,Cookware,Yugen,3061.0,6218
PROD0000397,Bluewood Yoga,Sports & Fitness,Yoga,Trisha,3520.0,6368
PROD0000398,Nirvi Storage,Home & Kitchen,Storage,Zivame,1187.0,10819
PROD0000399,Vira Grooming,Beauty & Personal Care,Grooming,Suraj,236.0,408
PROD0000400,Amara Speakers,electronics,Speakers,Vayu,47737.0,5530
PROD0000401,Nova Decor,Home & Kitchen,Decor,Indus,2655.0,4319
PROD0000402,Vira Footwear,Fashion,Footwear,Prisma,948.0,845
PROD0000403,Yugen Diapers,TOYS & BABY,Diapers,Araku,783.0,1245
PROD0000404,Rasa Baby Care,Toys & Baby,Baby Care,Zivame,1276.0,3521
PROD0000405,Zivame Speakers,Electronics,Speakers,Bluewood,22884.0,908
PROD0000406,Indus Grooming,Beauty & Personal Care,Grooming,Indus,527.0,94
PROD0000407,Vira Makeup,Beauty & Personal Care,Makeup,Ovi,592.0,152
PROD0000408,BharatTech Dining,Home & Kitchen,Dining,Indus,1282.0,8411
PROD0000409,Yugen Smartphones,Mobiles & Accessories,Smartphones,Yugen,12757.0,323
PROD0000410,Vayu Fragrance,BEAUTY & PERSONAL CARE,Fragrance,Kanha,701.0,799
PROD0000411,Araku Academic,Books,Academic,Prisma,392.0,1167
PROD0000412,Rasa Kids Wear,Fashion,Kids Wear,Tanish,1925.0,502
PROD0000413,Indus Furnishing,Home & Kitchen,Furnishing,Vira,3130.0,10840
PROD0000414,Indus Cases & Covers,Mobiles & Accessories,Cases & Covers,Orion,10864.0,74
PROD0000415,Nova Toys,Toys & Baby,Toys,Nova,849.0,1698
PROD0000416,Kaya Cases & Covers,Mobiles & Accessories,Cases & Covers,Indus,10560.0,397
PROD0000417,Sattva Laptops,Electronics,Laptops,Trisha,17242.0,5186
PROD0000418,Orion Women Ethnic,Fashion,Women Ethnic,Aveer,271.0,330
PROD0000419,Nirvi Snacks,Grocery,Snacks,Zivame,511.0,9179
PROD0000420,Aveer Iron,Appliances,Iron,Amara,2061.0,19798
PROD0000421,Bluewood Chargers,Mobiles & Accessories,Chargers,Rasa,16980.0,89
PROD0000422,Zivame Cameras,Electronics,Cameras,Zenda,24393.0,6459
PROD0000423,Nirvi Non-Fiction,Books,Non-Fiction,Nova,342.0,374
PROD0000424,Nirvi Footwear,Fashion,Footwear,Aveer,566.0,1312
PROD0000425,Sattva Cases & Covers,Mobiles & Accessories,Cases & Covers,Meraki,16940.0,225
PROD0000426,Vayu Footwear,Sports & Fitness,Footwear,Orion,2449.0,6472
PROD0000427,Tanish Cases & Covers,Mobiles & Accessories,Cases & Covers,Suraj,13291.0,186
PROD0000428,Vayu Decor,Home & Kitchen,Decor,Vayu,1011.0,2014
PROD0000429,Araku Tablets,Electronics,Tablets,Zenda,33209.0,1277
PROD0000430,Amara Mixer Grinder,Appliances,Mixer Grinder,Bluewood,1598.0,11039
PROD0000431,Kanha Academic,Books,Academic,Bluewood,488.0,594
PROD0000432,Nirvi Bags,Fashion,Bags,Araku,2023.0,1301
PROD0000433,Orion Fragrance,Beauty & Personal Care,Fragrance,Meraki,399.0,662
PROD0000434,Nirvi School Supplies,Toys & Baby,School Supplies,Aveer,105.0,1634
PROD0000435,Amara Personal Hygiene,Grocery,Personal Hygiene,Trisha,176.0,8374
PROD0000436,Prisma Footwear,Fashion,Footwear,Amara,1485.0,1416
PROD0000437,Kanha Footwear,Fashion,Footwear,BharatTech,1210.0,651
PROD0000438,Kaya Beverages,Grocery,Beverages,Suraj,288.0,3182
PROD0000439,Suraj Smartphones,Mobiles & Accessories,Smartphones,Aveer,18391.0,197
PROD0000440,Kaya Smartphones,Mobiles & Accessories,Smartphones,Tanish,9302.0,77
PROD0000441,Ovi Speakers,Electronics,Speakers,Vira,19028.0,7877
PROD0000442,Zivame Snacks,Grocery,Snacks,Suraj,191.0,679
PROD0000443,Nirvi Chargers,Mobiles & Accessories,Chargers,Vayu,21821.0,157
PROD0000444,BharatTech Watches,Fashion,Watches,Sattva,1771.0,696
PROD0000445,Meraki Skincare,Beauty & Personal Care,Skincare,Araku,1122.0,679
PROD0000446,Kaya Tablets,Electronics,Tablets,Sattva,37771.0,7902
PROD0000447,Indus Watches,Fashion,Watches,Prisma,313.0,1190
PROD0000448,Meraki Kids Wear,Fashion,Kids Wear,Sattva,1393.0,369
PROD0000449,Meraki Tablets,Electronics,Tablets,Kaya,11431.0,2481
PROD0000450,Meraki Cycling,Sports & Fitness,Cycling,Orion,3217.0,1098
PROD0000451,Prisma Smart Watches,Electronics,Smart Watches,Prisma,43801.0,1030
PROD0000452,Nova Snacks,Grocery,Snacks,Zenda,266.0,1601
PROD0000453,Yugen Dining,Home & Kitchen,Dining,Trisha,354.0,6891
PROD0000454,Trisha Earphones,Mobiles & Accessories,Earphones,Yugen,13391.0,41
PROD0000455,Zivame Cases & Covers,Mobiles & Accessories,Cases & Covers,BharatTech,11496.0,391
PROD0000456,Amara Decor,Home & Kitchen,Decor,BharatTech,1243.0,11045
PROD0000457,Yugen Watches,Fashion,Watches,Ovi,1614.0,176
PROD0000458,Nirvi Speakers,Electronics,Speakers,Rasa,22886.0,2706
PROD0000459,Kaya Footwear,Sports & Fitness,Footwear,Sattva,3330.0,13273
PROD0000460,Vayu Women Ethnic,Fashion,Women Ethnic,Araku,626.0,688
PROD0000461,Nirvi Toys,Toys & Baby,Toys,Indus,1128.0,3081
PROD0000462,Indus Cameras,Electronics,Cameras,Zivame,22400.0,2178
PROD0000463,Suraj Laptops,electronics,Laptops,Rasa,15710.0,2340
PROD0000464,Vira Storage,Home & Kitchen,Storage,Bluewood,3323.0,6761
PROD0000465,Nirvi Laptops,Electronics,Laptops,Prisma,11706.0,7411
PROD0000466,Kanha Smart Watches,Electronics,Smart Watches,Zivame,9196.0,1365
PROD0000467,BharatTech Cases & Covers,Mobiles & Accessories,Cases & Covers,Aveer,9688.0,83
PROD0000468,Vira Cases & Covers,Mobiles & Accessories,Cases & Covers,Kanha,13134.0,209
PROD0000469,Suraj Academic,Books,Academic,Aveer,403.0,664
PROD0000470,BharatTech Men Topwear,Fashion,Men Topwear,Prisma,3818.0,981
PROD0000471,Zenda Cycling,Sports & Fitness,Cycling,Indus,1399.0,7147
PROD0000472,Prisma Monitors,Electronics,Monitors,Amara,15119.0,2638
PROD0000473,Nova Kids Wear,Fashion,Kids Wear,Sattva,1002.0,739
PROD0000474,Suraj Footwear,Fashion,Footwear,Bluewood,269.0,395
PROD0000475,Vayu Storage,Home & Kitchen,Storage,Ovi,1743.0,10733
PROD0000476,Indus Personal Hygiene,Grocery,Personal Hygiene,Nirvi,818.0,7941
PROD0000477,BharatTech Staples,Grocery,Staples,Nirvi,282.0,3469
PROD0000478,Kaya Earphones,Mobiles & Accessories,Earphones,Aveer,41965.0,110
PROD0000479,Meraki Women Ethnic,Fashion,Women Ethnic,Rasa,1109.0,827
PROD0000480,Tanish Personal Hygiene,Grocery,Personal Hygiene,Rasa,954.0,7233
PROD0000481,Kaya Power Banks,Mobiles & Accessories,Power Banks,BharatTech,14486.0,96
PROD0000482,Amara Decor,Home & Kitchen,Decor,Nova,978.0,5154
PROD0000483,Prisma Speakers,Electronics,Speakers,Trisha,31775.0,6332
PROD0000484,Vayu Women Ethnic,Fashion,Women Ethnic,Amara,605.0,1420
PROD0000485,Trisha Men Topwear,Fashion,Men Topwear,Kaya,1706.0,484
PROD0000486,Aveer Women Ethnic,Fashion,Women Ethnic,Tanish,1215.0,660
PROD0000487,Aveer Toys,Toys & Baby,Toys,Zivame,1167.0,3421
PROD0000488,Trisha Storage,Home & Kitchen,Storage,Zivame,1557.0,10663
PROD0000489,Suraj School Supplies,Toys & Baby,School Supplies,Orion,592.0,2953
PROD0000490,Amara Water Purifier,Appliances,Water Purifier,Nirvi,1639.0,4053
PROD0000491,Vayu Bags,Fashion,Bags,Suraj,647.0,537
PROD0000492,Kaya Storage,Home & Kitchen,Storage,Nova,2216.0,7620
PROD0000493,Zenda Watches,Fashion,Watches,Zivame,2054.0,511
PROD0000494,Indus Snacks,Grocery,Snacks,Orion,242.0,4632
PROD0000495,Kanha Laptops,Electronics,Laptops,Kaya,13555.0,601
PROD0000496,Zivame School Supplies,Toys & Baby,School Supplies,Meraki,1204.0,570
PROD0000497,Amara Furnishing,Home & Kitchen,Furnishing,Zenda,1239.0,5852
PROD0000498,Prisma Haircare,Beauty & Personal Care,Haircare,Sattva,604.0,533
PROD0000499,Zenda Decor,Home & Kitchen,Decor,Yugen,5507.0,2736
PROD0000500,Yugen Storage,Home & Kitchen,Storage,Suraj,977.0,2214
PROD0000501,Yugen Makeup,Beauty & Personal Care,Makeup,Araku,361.0,216
PROD0000502,Araku Makeup,Beauty & Personal Care,Makeup,Trisha,466.0,129
PROD0000503,Suraj Cameras,Electronics,Cameras,Prisma,9814.0,626
PROD0000504,BharatTech Cookware,Home & Kitchen,Cookware,Tanish,2255.0,3607
PROD0000505,Bluewood Watches,Fashion,Watches,Araku,1507.0,1018
PROD0000506,Araku Haircare,Beauty & Personal Care,Haircare,Trisha,1730.0,594
PROD0000507,Trisha Decor,Home & Kitchen,Decor,Vayu,1975.0,9102
PROD0000508,Meraki Tablets,Electronics,Tablets,Rasa,13950.0,2520
PROD0000509,Zenda Water Purifier,Appliances,Water Purifier,Suraj,7275.0,1656
PROD0000510,Zivame Men Topwear,Fashion,Men Topwear,Kaya,570.0,624
PROD0000511,Araku Storage,Home & Kitchen,Storage,Sattva,884.0,5723
PROD0000512,Bluewood Skincare,Beauty & Personal Care,Skincare,Kaya,863.0,299
PROD0000513,Aveer Grooming,Beauty & Personal Care,Grooming,Araku,1066.0,50
PROD0000514,Trisha Fan,Appliances,Fan,Nova,2038.0,19907
PROD0000515,Prisma Laptops,Electronics,Laptops,BharatTech,18612.0,7747
PROD0000516,Kaya Power Banks,Mobiles & Accessories,Power Banks,Ovi,7993.0,174
PROD0000517,Orion Fragrance,Beauty & Personal Care,Fragrance,Bluewood,338.0,66
PROD0000518,Orion Laptops,Electronics,Laptops,Yugen,19019.0,6740
PROD0000519,Zenda Smartphones,Mobiles & Accessories,Smartphones,Aveer,24862.0,389
PROD0000520,Araku Earphones,Mobiles & Accessories,Earphones,BharatTech,11570.0,207
