order_id,order_item_id,product_id,seller_id,quantity,unit_price_inr,discount_inr,freight_inr,line_total_inr
ORD000000845,1,PROD0000361,SELL000017,1,323.0,139.0,58.0,381.0
ORD000000846,1,PROD0000008,SELL000027,1,802.0,141.0,61.0,863.0
ORD000000847,1,PROD0000410,SELL000036,1,421.0,280.0,64.0,485.0
ORD000000847,2,PROD0000430,SELL000095,1,1438.0,160.0,239.0,1677.0
ORD000000848,1,PROD0000293,SELL000037,1,47674.0,20432.0,163.0,47837.0
ORD000000849,1,PROD0000280,SELL000030,1,522.0,92.0,69.0,591.0
ORD000000850,1,PROD0000239,SELL000031,1,144.0,36.0,181.0,325.0
ORD000000850,2,PROD0000308,SELL000099,1,11628.0,7752.0,192.0,11820.0
ORD000000850,3,PROD0000294,SELL000037,1,13197.0,0.0,68.0,13265.0
ORD000000850,4,PROD0000256,SELL000038,2,294.0,33.0,59.0,647.0
ORD000000850,5,PROD0000271,SELL000038,1,292.0,0.0,41.0,333.0
ORD000000851,1,PROD0000064,SELL000091,2,750.0,187.0,120.0,1620.0
ORD000000851,2,PROD0000242,SELL000074,2,245.0,27.0,57.0,547.0
ORD000000852,1,PROD0000227,SELL000062,1,1073.0,0.0,94.0,1167.0
ORD000000852,2,PROD0000466,SELL000022,2,8736.0,460.0,62.0,17534.0
ORD000000852,3,PROD0000152,SELL000011,1,16728.0,0.0,42.0,16770.0
ORD000000853,1,PROD0000504,SELL000009,1,2142.0,113.0,109.0,2251.0
ORD000000854,1,PROD0000464,SELL000031,2,3323.0,0.0,171.0,6817.0
ORD000000854,2,PROD0000407,SELL000083,2,355.0,237.0,42.0,752.0
ORD000000854,3,PROD0000365,SELL000079,3,1228.0,136.0,47.0,3731.0
ORD000000854,4,PROD0000165,SELL000082,1,286.0,190.0,45.0,331.0
ORD000000855,1,PROD0000084,SELL000070,1,1181.0,0.0,47.0,1228.0
ORD000000855,2,PROD0000411,SELL000054,1,372.0,20.0,57.0,429.0
ORD000000856,1,PROD0000365,SELL000037,1,955.0,410.0,47.0,1002.0
ORD000000857,1,PROD0000433,SELL000076,2,339.0,60.0,47.0,725.0
ORD000000858,1,PROD0000285,SELL000020,1,658.0,0.0,80.0,738.0
ORD000000859,1,PROD0000467,SELL000007,1,6782.0,2906.0,47.0,6829.0
ORD000000859,2,PROD0000042,SELL000087,1,821.0,0.0,46.0,867.0
ORD000000859,3,PROD0000057,SELL000049,3,34506.0,0.0,58.0,103576.0
ORD000000860,1,PROD0000036,SELL000065,2,35352.0,6239.0,151.0,70855.0
ORD000000861,1,PROD0000167,SELL000100,1,17329.0,3058.0,181.0,17510.0
ORD000000861,2,PROD0000076,SELL000071,3,336.0,59.0,135.0,1143.0
ORD000000862,1,PROD0000021,SELL000080,3,19630.0,0.0,180.0,59070.0
ORD000000862,2,PROD0000422,SELL000050,2,24393.0,0.0,160.0,48946.0
ORD000000863,1,PROD0000081,SELL000033,1,763.0,0.0,53.0,816.0
ORD000000863,2,PROD0000432,SELL000036,3,1922.0,101.0,71.0,5837.0
ORD000000864,1,PROD0000334,SELL000094,1,478.0,0.0,71.0,549.0
ORD000000865,1,PROD0000316,SELL000040,1,270.0,48.0,123.0,393.0
ORD000000865,2,PROD0000060,SELL000098,2,11371.0,4873.0,56.0,22798.0
ORD000000865,3,PROD0000008,SELL000003,1,566.0,377.0,56.0,622.0
ORD000000865,4,PROD0000072,SELL000030,1,933.0,233.0,195.0,1128.0
ORD000000866,1,PROD0000165,SELL000099,1,476.0,0.0,56.0,532.0
ORD000000867,1,PROD0000498,SELL000060,1,544.0,60.0,46.0,590.0
ORD000000867,2,PROD0000208,SELL000038,2,10987.0,4709.0,41.0,22015.0
ORD000000867,3,PROD0000121,SELL000018,1,1408.0,0.0,52.0,1460.0
ORD000000868,1,PROD0000148,SELL000050,1,22205.0,0.0,49.0,22254.0
ORD000000869,1,PROD0000174,SELL000100,1,1417.0,0.0,41.0,1458.0
ORD000000870,1,PROD0000302,SELL000037,1,1046.0,116.0,64.0,1110.0
ORD000000871,1,PROD0000420,SELL000050,3,1237.0,824.0,386.0,4097.0
ORD000000871,2,PROD0000032,SELL000037,1,2485.0,131.0,66.0,2551.0
ORD000000872,1,PROD0000403,SELL000090,1,705.0,78.0,53.0,758.0
ORD000000873,1,PROD0000010,SELL000071,3,335.0,37.0,70.0,1075.0
ORD000000874,1,PROD0000167,SELL000064,1,16310.0,4077.0,174.0,16484.0
ORD000000875,1,PROD0000306,SELL000070,1,887.0,0.0,56.0,943.0
ORD000000875,2,PROD0000054,SELL000043,3,1301.0,145.0,39.0,3942.0
ORD000000876,1,PROD0000137,SELL000085,1,11304.0,4844.0,44.0,11348.0
ORD000000877,1,PROD0000332,SELL000064,1,36414.0,15606.0,33.0,36447.0
ORD000000878,1,PROD0000357,SELL000007,1,659.0,35.0,56.0,715.0
ORD000000878,2,PROD0000043,SELL000039,1,2365.0,0.0,407.0,2772.0
ORD000000879,1,PROD0000405,SELL000091,1,16019.0,6865.0,55.0,16074.0
ORD000000880,1,PROD0000212,SELL000026,1,741.0,317.0,170.0,911.0
ORD000000881,1,PROD0000318,SELL000100,2,56021.0,0.0,46.0,112088.0
ORD000000882,1,PROD0000110,SELL000085,3,1374.0,0.0,71.0,4193.0
ORD000000883,1,PROD0000515,SELL000103,2,18612.0,0.0,195.0,37419.0
ORD000000884,1,PROD0000396,SELL000083,1,2755.0,306.0,149.0,2904.0
ORD000000885,1,PROD0000334,SELL000013,2,478.0,0.0,63.0,1019.0
ORD000000886,1,PROD0000096,SELL000020,2,932.0,0.0,198.0,2062.0
ORD000000887,1,PROD0000402,SELL000051,3,758.0,190.0,58.0,2332.0
ORD000000888,1,PROD0000196,SELL000037,3,1753.0,0.0,226.0,5485.0
ORD000000889,1,PROD0000333,SELL000098,1,360.0,240.0,32.0,392.0
ORD000000890,1,PROD0000338,SELL000089,3,332.0,18.0,54.0,1050.0
ORD000000890,2,PROD0000419,SELL000079,3,485.0,26.0,208.0,1663.0
ORD000000891,1,PROD0000435,SELL000098,2,123.0,53.0,187.0,433.0
ORD000000892,1,PROD0000203,SELL000006,2,14908.0,0.0,35.0,29851.0
ORD000000892,2,PROD0000042,SELL000073,1,821.0,0.0,42.0,863.0
ORD000000892,3,PROD0000226,SELL000091,3,18931.0,996.0,122.0,56915.0
ORD000000892,4,PROD0000208,SELL000102,1,14126.0,1570.0,34.0,14160.0
ORD000000892,5,PROD0000174,SELL000088,1,1275.0,142.0,44.0,1319.0
ORD000000893,1,PROD0000254,SELL000084,1,31676.0,21117.0,37.0,31713.0
ORD000000893,2,PROD0000300,SELL000081,1,355.0,237.0,129.0,484.0
ORD000000893,3,PROD0000324,SELL000013,3,1967.0,0.0,142.0,6043.0
ORD000000893,4,PROD0000195,SELL000043,2,989.0,0.0,40.0,2018.0
ORD000000893,5,PROD0000321,SELL000091,1,1366.0,152.0,64.0,1430.0
ORD000000893,6,PROD0000514,SELL000066,3,1223.0,815.0,399.0,4068.0
ORD000000894,1,PROD0000339,SELL000027,1,978.0,0.0,127.0,1105.0
ORD000000895,1,PROD0000314,SELL000075,3,16571.0,872.0,49.0,49762.0
ORD000000895,2,PROD0000148,SELL000002,1,22205.0,0.0,41.0,22246.0
ORD000000896,1,PROD0000174,SELL000041,1,850.0,567.0,49.0,899.0
ORD000000896,2,PROD0000026,SELL000079,1,89.0,0.0,127.0,216.0
ORD000000897,1,PROD0000264,SELL000082,1,2092.0,232.0,47.0,2139.0
ORD000000898,1,PROD0000038,SELL000053,2,1628.0,0.0,73.0,3329.0
ORD000000899,1,PROD0000406,SELL000028,3,474.0,53.0,43.0,1465.0
ORD000000899,2,PROD0000498,SELL000052,1,574.0,30.0,62.0,636.0
ORD000000899,3,PROD0000419,SELL000019,1,460.0,51.0,209.0,669.0
ORD000000899,4,PROD0000081,SELL000098,1,763.0,0.0,52.0,815.0
ORD000000899,5,PROD0000331,SELL000090,2,626.0,0.0,48.0,1300.0
ORD000000899,6,PROD0000224,SELL000075,2,1993.0,0.0,81.0,4067.0
ORD000000900,1,PROD0000001,SELL000035,3,7279.0,1820.0,46.0,21883.0
ORD000000901,1,PROD0000373,SELL000015,1,575.0,101.0,49.0,624.0
ORD000000902,1,PROD0000452,SELL000005,1,266.0,0.0,81.0,347.0
ORD000000903,1,PROD0000240,SELL000040,1,9553.0,0.0,45.0,9598.0
ORD000000904,1,PROD0000474,SELL000087,1,256.0,13.0,37.0,293.0
ORD000000905,1,PROD0000028,SELL000038,1,285.0,0.0,50.0,335.0
ORD000000905,2,PROD0000454,SELL000083,1,10713.0,2678.0,47.0,10760.0
ORD000000905,3,PROD0000354,SELL000018,2,9034.0,475.0,42.0,18110.0
ORD000000905,4,PROD0000349,SELL000084,1,836.0,148.0,51.0,887.0
ORD000000906,1,PROD0000262,SELL000008,1,2085.0,232.0,293.0,2378.0
ORD000000907,1,PROD0000014,SELL000035,2,75.0,32.0,57.0,207.0
ORD000000908,1,PROD0000235,SELL000015,2,796.0,140.0,71.0,1663.0
ORD000000909,1,PROD0000495,SELL000063,3,13555.0,0.0,52.0,40717.0
ORD000000909,2,PROD0000240,SELL000019,2,9553.0,0.0,23.0,19129.0
ORD000000910,1,PROD0000035,SELL000001,2,660.0,35.0,60.0,1380.0
ORD000000911,1,PROD0000257,SELL000033,2,1204.0,0.0,109.0,2517.0
ORD000000912,1,PROD0000077,SELL000000,1,25870.0,1362.0,50.0,25920.0
ORD000000912,2,PROD0000219,SELL000039,2,376.0,250.0,55.0,807.0
ORD000000913,1,PROD0000327,SELL000027,2,667.0,0.0,37.0,1371.0
ORD000000913,2,PROD0000034,SELL000097,2,242.0,43.0,84.0,568.0
ORD000000913,3,PROD0000240,SELL000055,1,9553.0,0.0,45.0,9598.0
ORD000000913,4,PROD0000263,SELL000046,1,937.0,0.0,52.0,989.0
ORD000000913,5,PROD0000393,SELL000063,1,15440.0,0.0,51.0,15491.0
ORD000000913,6,PROD0000035,SELL000014,2,695.0,0.0,52.0,1442.0
ORD000000914,1,PROD0000329,SELL000014,2,9565.0,0.0,41.0,19171.0
ORD000000915,1,PROD0000323,SELL000016,1,1977.0,1318.0,184.0,2161.0
ORD000000915,2,PROD0000002,SELL000091,2,7436.0,826.0,54.0,14926.0
ORD000000915,3,PROD0000062,SELL000078,1,853.0,0.0,120.0,973.0
ORD000000916,1,PROD0000334,SELL000100,1,478.0,0.0,63.0,541.0
ORD000000917,1,PROD0000448,SELL000085,2,836.0,557.0,46.0,1718.0
ORD000000918,1,PROD0000447,SELL000012,1,313.0,0.0,65.0,378.0
ORD000000919,1,PROD0000400,SELL000017,2,47737.0,0.0,148.0,95622.0
ORD000000920,1,PROD0000443,SELL000086,3,17457.0,4364.0,40.0,52411.0
ORD000000920,2,PROD0000316,SELL000057,3,286.0,32.0,128.0,986.0
ORD000000920,3,PROD0000082,SELL000064,2,10726.0,0.0,49.0,21501.0
ORD000000920,4,PROD0000276,SELL000024,3,317.0,56.0,188.0,1139.0
ORD000000921,1,PROD0000180,SELL000052,1,24468.0,1288.0,52.0,24520.0
ORD000000922,1,PROD0000132,SELL000094,1,23602.0,2622.0,47.0,23649.0
ORD000000923,1,PROD0000062,SELL000051,3,853.0,0.0,129.0,2688.0
ORD000000924,1,PROD0000010,SELL000072,3,260.0,112.0,78.0,858.0
ORD000000925,1,PROD0000391,SELL000078,1,20667.0,2296.0,34.0,20701.0
ORD000000925,2,PROD0000088,SELL000097,1,1111.0,0.0,158.0,1269.0
ORD000000925,3,PROD0000326,SELL000021,1,691.0,77.0,59.0,750.0
ORD000000925,4,PROD0000157,SELL000095,2,29935.0,1576.0,185.0,60055.0
ORD000000926,1,PROD0000252,SELL000063,1,112.0,48.0,82.0,194.0
ORD000000926,2,PROD0000207,SELL000087,3,10035.0,0.0,41.0,30146.0
ORD000000926,3,PROD0000156,SELL000027,1,248.0,0.0,52.0,300.0
ORD000000927,1,PROD0000250,SELL000012,1,8374.0,1478.0,43.0,8417.0
ORD000000928,1,PROD0000410,SELL000008,1,701.0,0.0,37.0,738.0
ORD000000929,1,PROD0000262,SELL000040,3,2317.0,0.0,284.0,7235.0
ORD000000930,1,PROD0000412,SELL000058,1,1540.0,385.0,42.0,1582.0
ORD000000930,2,PROD0000474,SELL000030,2,229.0,40.0,52.0,510.0
ORD000000930,3,PROD0000255,SELL000028,2,13417.0,706.0,47.0,26881.0
ORD000000930,4,PROD0000418,SELL000085,1,257.0,14.0,50.0,307.0
ORD000000930,5,PROD0000064,SELL000077,1,843.0,94.0,121.0,964.0
ORD000000930,6,PROD0000294,SELL000066,1,9238.0,3959.0,56.0,9294.0
ORD000000931,1,PROD0000242,SELL000068,1,231.0,41.0,58.0,289.0
ORD000000932,1,PROD0000002,SELL000088,2,7436.0,826.0,52.0,14924.0
ORD000000933,1,PROD0000466,SELL000023,2,7357.0,1839.0,60.0,14774.0
ORD000000933,2,PROD0000386,SELL000098,1,540.0,0.0,181.0,721.0
ORD000000934,1,PROD0000304,SELL000090,1,6731.0,354.0,50.0,6781.0
ORD000000934,2,PROD0000362,SELL000036,1,847.0,149.0,63.0,910.0
ORD000000934,3,PROD0000392,SELL000036,2,5708.0,300.0,48.0,11464.0
ORD000000934,4,PROD0000405,SELL000019,1,21740.0,1144.0,69.0,21809.0
ORD000000935,1,PROD0000153,SELL000074,1,909.0,0.0,64.0,973.0
ORD000000936,1,PROD0000217,SELL000031,2,1171.0,130.0,71.0,2413.0
ORD000000936,2,PROD0000178,SELL000028,2,454.0,50.0,54.0,962.0
ORD000000937,1,PROD0000474,SELL000070,3,215.0,54.0,54.0,699.0
ORD000000938,1,PROD0000061,SELL000020,3,3195.0,0.0,125.0,9710.0
ORD000000938,2,PROD0000472,SELL000011,2,10583.0,4536.0,83.0,21249.0
ORD000000939,1,PROD0000178,SELL000090,1,505.0,0.0,54.0,559.0
ORD000000940,1,PROD0000405,SELL000004,2,19451.0,3433.0,58.0,38960.0
ORD000000940,2,PROD0000088,SELL000096,2,1000.0,111.0,157.0,2157.0
ORD000000940,3,PROD0000439,SELL000071,3,17471.0,920.0,55.0,52468.0
ORD000000941,1,PROD0000280,SELL000036,2,430.0,184.0,72.0,932.0
ORD000000941,2,PROD0000513,SELL000059,2,1013.0,53.0,45.0,2071.0
ORD000000942,1,PROD0000205,SELL000033,2,15331.0,0.0,40.0,30702.0
ORD000000942,2,PROD0000518,SELL000042,2,17117.0,1902.0,163.0,34397.0
ORD000000942,3,PROD0000435,SELL000073,1,158.0,18.0,179.0,337.0
ORD000000942,4,PROD0000004,SELL000095,1,14232.0,2512.0,47.0,14279.0
ORD000000942,5,PROD0000199,SELL000023,1,635.0,33.0,57.0,692.0
ORD000000943,1,PROD0000211,SELL000056,2,1736.0,0.0,118.0,3590.0
ORD000000944,1,PROD0000110,SELL000090,2,1374.0,0.0,60.0,2808.0
ORD000000944,2,PROD0000457,SELL000001,1,1453.0,161.0,53.0,1506.0
ORD000000944,3,PROD0000043,SELL000000,1,2128.0,236.0,391.0,2519.0
ORD000000945,1,PROD0000134,SELL000064,1,741.0,185.0,87.0,828.0
ORD000000946,1,PROD0000131,SELL000014,3,1829.0,0.0,81.0,5568.0
ORD000000947,1,PROD0000218,SELL000104,1,869.0,97.0,61.0,930.0
ORD000000948,1,PROD0000363,SELL000012,1,353.0,235.0,46.0,399.0
ORD000000948,2,PROD0000003,SELL000077,1,892.0,0.0,266.0,1158.0
ORD000000948,3,PROD0000326,SELL000033,1,730.0,38.0,47.0,777.0
ORD000000949,1,PROD0000210,SELL000097,3,256.0,170.0,58.0,826.0
ORD000000950,1,PROD0000322,SELL000090,1,5809.0,0.0,50.0,5859.0
ORD000000951,1,PROD0000032,SELL000083,2,2354.0,262.0,75.0,4783.0
ORD000000951,2,PROD0000447,SELL000067,1,297.0,16.0,64.0,361.0
ORD000000952,1,PROD0000300,SELL000022,3,592.0,0.0,115.0,1891.0
ORD000000952,2,PROD0000131,SELL000011,2,1555.0,274.0,61.0,3171.0
ORD000000953,1,PROD0000411,SELL000027,1,392.0,0.0,69.0,461.0
ORD000000954,1,PROD0000245,SELL000008,1,4194.0,1797.0,369.0,4563.0
ORD000000955,1,PROD0000203,SELL000082,-1,14163.0,745.0,51.0,14214.0
ORD000000956,1,PROD0000087,SELL000030,2,546.0,0.0,116.0,1208.0
ORD000000957,1,PROD0000255,SELL000046,1,14123.0,0.0,37.0,14160.0
ORD000000958,1,PROD0000113,SELL000065,2,19434.0,4859.0,38.0,38906.0
ORD000000958,2,PROD0000382,SELL000073,1,940.0,49.0,58.0,998.0
ORD000000959,1,PROD0000193,SELL000062,3,782.0,0.0,72.0,2418.0
ORD000000959,2,PROD0000061,SELL000077,1,3195.0,0.0,135.0,3330.0
ORD000000959,3,PROD0000368,SELL000011,3,610.0,68.0,86.0,1916.0
ORD000000960,1,PROD0000440,SELL000029,3,9302.0,0.0,36.0,27942.0
ORD000000961,1,PROD0000434,SELL000079,2,74.0,32.0,93.0,241.0
ORD000000962,1,PROD0000252,SELL000075,1,160.0,0.0,98.0,258.0
ORD000000963,1,PROD0000160,SELL000066,3,17695.0,0.0,52.0,53137.0
ORD000000963,2,PROD0000115,SELL000098,2,10453.0,550.0,39.0,20945.0
ORD000000963,3,PROD0000207,SELL000103,2,10035.0,0.0,50.0,20120.0
ORD000000964,1,PROD0000052,SELL000008,1,2958.0,739.0,191.0,3149.0
ORD000000964,2,PROD0000462,SELL000058,1,15680.0,6720.0,67.0,15747.0
ORD000000964,3,PROD0000129,SELL000094,3,729.0,81.0,67.0,2254.0
ORD000000964,4,PROD0000406,SELL000034,3,422.0,105.0,35.0,1301.0
ORD000000965,1,PROD0000200,SELL000006,3,1152.0,288.0,115.0,3571.0
ORD000000966,1,PROD0000359,SELL000012,1,1397.0,0.0,272.0,1669.0
ORD000000966,2,PROD0000474,SELL000075,1,269.0,0.0,43.0,312.0
ORD000000966,3,PROD0000212,SELL000096,1,952.0,106.0,163.0,1115.0
ORD000000966,4,PROD0000502,SELL000074,1,280.0,186.0,33.0,313.0
ORD000000966,5,PROD0000177,SELL000003,1,1266.0,316.0,240.0,1506.0
ORD000000967,1,PROD0000132,SELL000043,2,23602.0,2622.0,44.0,47248.0
ORD000000968,1,PROD0000376,SELL000036,2,34089.0,0.0,45.0,68223.0
ORD000000968,2,PROD0000073,SELL000095,1,16890.0,4222.0,52.0,16942.0
ORD000000968,3,PROD0000048,SELL000055,2,1518.0,268.0,66.0,3102.0
ORD000000968,4,PROD0000191,SELL000024,2,1819.0,780.0,37.0,3675.0
ORD000000969,1,PROD0000283,SELL000059,2,925.0,163.0,236.0,2086.0
ORD000000969,2,PROD0000243,SELL000078,1,691.0,0.0,45.0,736.0
ORD000000969,3,PROD0000031,SELL000061,1,13942.0,1549.0,36.0,13978.0
ORD000000969,4,PROD0000285,SELL000043,1,625.0,33.0,88.0,713.0
ORD000000970,1,PROD0000324,SELL000075,1,1869.0,98.0,153.0,2022.0
ORD000000971,1,PROD0000148,SELL000031,2,19984.0,2220.0,53.0,40021.0
ORD000000971,2,PROD0000296,SELL000013,1,326.0,140.0,44.0,370.0
ORD000000971,3,PROD0000184,SELL000090,1,16552.0,2921.0,46.0,16598.0
ORD000000971,4,PROD0000031,SELL000075,1,15491.0,0.0,43.0,15534.0
ORD000000971,5,PROD0000387,SELL000076,2,947.0,0.0,53.0,1947.0
ORD000000972,1,PROD0000218,SELL000093,1,918.0,48.0,58.0,976.0
ORD000000973,1,PROD0000512,SELL000074,1,734.0,129.0,41.0,775.0
ORD000000974,1,PROD0000100,SELL000003,1,13817.0,1535.0,132.0,13949.0
ORD000000974,2,PROD0000003,SELL000088,2,803.0,89.0,280.0,1886.0
ORD000000974,3,PROD0000415,SELL000003,3,807.0,42.0,69.0,2490.0
ORD000000975,1,PROD0000449,SELL000072,2,9145.0,2286.0,90.0,18380.0
ORD000000976,1,PROD0000475,SELL000104,2,1743.0,0.0,233.0,3719.0
ORD000000977,1,PROD0000515,SELL000042,1,16751.0,1861.0,177.0,16928.0
ORD000000978,1,PROD0000163,SELL000032,1,214.0,54.0,44.0,258.0
ORD000000979,1,PROD0000353,SELL000097,2,14936.0,0.0,66.0,29938.0
ORD000000979,2,PROD0000015,SELL000047,1,3540.0,0.0,301.0,3841.0
ORD000000980,1,PROD0000217,SELL000096,3,1106.0,195.0,54.0,3372.0
ORD000000980,2,PROD0000467,SELL000032,3,9688.0,0.0,25.0,29089.0
ORD000000980,3,PROD0000330,SELL000019,2,12378.0,651.0,31.0,24787.0
ORD000000981,1,PROD0000439,SELL000058,2,12874.0,5517.0,58.0,25806.0
ORD000000981,2,PROD0000492,SELL000039,1,2216.0,0.0,177.0,2393.0
ORD000000981,3,PROD0000415,SELL000074,3,594.0,255.0,59.0,1841.0
ORD000000981,4,PROD0000358,SELL000031,3,9651.0,0.0,166.0,29119.0
ORD000000982,1,PROD0000185,SELL000079,3,242.0,13.0,175.0,901.0
ORD000000982,2,PROD0000276,SELL000037,1,373.0,0.0,210.0,583.0
ORD000000982,3,PROD0000041,SELL000037,1,692.0,122.0,170.0,862.0
ORD000000983,1,PROD0000300,SELL000074,3,355.0,237.0,130.0,1195.0
ORD000000983,2,PROD0000507,SELL000027,1,1975.0,0.0,220.0,2195.0
ORD000000984,1,PROD0000077,SELL000029,2,19062.0,8170.0,49.0,38173.0
ORD000000984,2,PROD0000257,SELL000057,1,1023.0,181.0,110.0,1133.0
ORD000000984,3,PROD0000468,SELL000034,2,7880.0,5254.0,47.0,15807.0
ORD000000984,4,PROD0000185,SELL000040,2,217.0,38.0,165.0,599.0
ORD000000985,1,PROD0000306,SELL000035,1,754.0,133.0,71.0,825.0
ORD000000986,1,PROD0000404,SELL000065,3,893.0,383.0,105.0,2784.0
ORD000000986,2,PROD0000410,SELL000035,3,596.0,105.0,45.0,1833.0
ORD000000987,1,PROD0000349,SELL000064,1,787.0,197.0,49.0,836.0
ORD000000988,1,PROD0000032,SELL000024,1,2616.0,0.0,82.0,2698.0
ORD000000989,1,PROD0000021,SELL000093,3,19630.0,0.0,167.0,59057.0
ORD000000990,1,PROD0000393,SELL000099,1,13896.0,1544.0,36.0,13932.0
ORD000000991,1,PROD0000499,SELL000000,2,5507.0,0.0,86.0,11100.0
ORD000000991,2,PROD0000139,SELL000010,2,2420.0,127.0,135.0,4975.0
ORD000000991,3,PROD0000289,SELL000010,2,888.0,222.0,71.0,1847.0
ORD000000991,4,PROD0000037,SELL000019,1,662.0,74.0,61.0,723.0
ORD000000991,5,PROD0000098,SELL000082,2,358.0,153.0,34.0,750.0
ORD000000992,1,PROD0000252,SELL000025,1,152.0,8.0,90.0,242.0
ORD000000993,1,PROD0000008,SELL000061,2,943.0,0.0,79.0,1965.0
ORD000000993,2,PROD0000306,SELL000026,2,887.0,0.0,64.0,1838.0
ORD000000993,3,PROD0000287,SELL000006,2,479.0,319.0,37.0,995.0
ORD000000993,4,PROD0000048,SELL000008,1,1697.0,89.0,71.0,1768.0
ORD000000994,1,PROD0000309,SELL000098,2,407.0,175.0,45.0,859.0
ORD000000995,1,PROD0000237,SELL000058,1,1615.0,0.0,63.0,1678.0
ORD000000995,2,PROD0000051,SELL000068,2,12547.0,0.0,48.0,25142.0
ORD000000996,1,PROD0000113,SELL000019,2,19434.0,4859.0,58.0,38926.0
ORD000000997,1,PROD0000283,SELL000051,1,979.0,109.0,211.0,1190.0
ORD000000997,2,PROD0000422,SELL000069,3,21954.0,2439.0,152.0,66014.0
ORD000000997,3,PROD0000224,SELL000081,2,1893.0,100.0,89.0,3875.0
ORD000000997,4,PROD0000329,SELL000068,1,9087.0,478.0,38.0,9125.0
ORD000000997,5,PROD0000228,SELL000062,2,19926.0,4981.0,69.0,39921.0
ORD000000998,1,PROD0000448,SELL000065,1,1393.0,0.0,53.0,1446.0
ORD000000999,1,PROD0000508,SELL000039,3,13950.0,0.0,87.0,41937.0
ORD000000999,2,PROD0000220,SELL000073,1,155.0,0.0,45.0,200.0
ORD000001000,1,PROD0000154,SELL000031,1,846.0,45.0,57.0,903.0
ORD000001000,2,PROD0000300,SELL000075,2,474.0,118.0,111.0,1059.0
ORD000001000,3,PROD0000460,SELL000047,1,532.0,94.0,57.0,589.0
ORD000001000,4,PROD0000312,SELL000060,1,12891.0,8594.0,49.0,12940.0
ORD000001000,5,PROD0000179,SELL000049,1,674.0,75.0,63.0,737.0
ORD000001001,1,PROD0000404,SELL000059,3,1148.0,128.0,109.0,3553.0
ORD000001001,2,PROD0000093,SELL000074,2,18702.0,2078.0,45.0,37449.0
ORD000001002,1,PROD0000142,SELL000029,2,12313.0,5277.0,110.0,24736.0
ORD000001002,2,PROD0000079,SELL000049,1,480.0,0.0,42.0,522.0
ORD000001002,3,PROD0000475,SELL000042,2,1656.0,87.0,237.0,3549.0
ORD000001003,1,PROD0000490,SELL000001,1,1557.0,82.0,119.0,1676.0
ORD000001004,1,PROD0000499,SELL000089,3,3304.0,2203.0,81.0,9993.0
ORD000001005,1,PROD0000012,SELL000071,2,39438.0,0.0,112.0,78988.0
ORD000001006,1,PROD0000468,SELL000004,2,13134.0,0.0,54.0,26322.0
ORD000001007,1,PROD0000114,SELL000007,2,715.0,79.0,47.0,1477.0
ORD000001008,1,PROD0000496,SELL000097,2,1084.0,120.0,49.0,2217.0
ORD000001008,2,PROD0000177,SELL000088,2,1582.0,0.0,224.0,3388.0
ORD000001009,1,PROD0000159,SELL000076,2,776.0,86.0,66.0,1618.0
ORD000001009,2,PROD0000342,SELL000074,1,1210.0,134.0,144.0,1354.0
ORD000001009,3,PROD0000411,SELL000088,1,372.0,20.0,60.0,432.0
ORD000001009,4,PROD0000195,SELL000062,2,940.0,49.0,43.0,1923.0
ORD000001009,5,PROD0000429,SELL000000,1,33209.0,0.0,66.0,33275.0
ORD000001010,1,PROD0000010,SELL000047,1,298.0,74.0,62.0,360.0
ORD000001010,2,PROD0000468,SELL000034,1,12477.0,657.0,41.0,12518.0
ORD000001011,1,PROD0000269,SELL000018,1,13604.0,1512.0,73.0,13677.0
ORD000001011,2,PROD0000279,SELL000090,2,833.0,44.0,189.0,1855.0
ORD000001011,3,PROD0000460,SELL000068,2,626.0,0.0,54.0,1306.0
ORD000001012,1,PROD0000028,SELL000094,1,242.0,43.0,43.0,285.0
ORD000001013,1,PROD0000461,SELL000011,1,1072.0,56.0,93.0,1165.0
ORD000001014,1,PROD0000105,SELL000102,2,440.0,0.0,189.0,1069.0
ORD000001014,2,PROD0000516,SELL000063,1,5595.0,2398.0,51.0,5646.0
ORD000001015,1,PROD0000374,SELL000059,2,246.0,106.0,61.0,553.0
ORD000001016,1,PROD0000178,SELL000019,1,429.0,76.0,49.0,478.0
ORD000001017,1,PROD0000034,SELL000065,2,256.0,28.0,89.0,601.0
ORD000001017,2,PROD0000063,SELL000062,2,741.0,82.0,184.0,1666.0
ORD000001017,3,PROD0000063,SELL000073,1,782.0,41.0,179.0,961.0
ORD000001017,4,PROD0000036,SELL000015,2,41591.0,0.0,141.0,83323.0
ORD000001018,1,PROD0000320,SELL000066,2,703.0,78.0,176.0,1582.0
ORD000001019,1,PROD0000451,SELL000009,2,37231.0,6570.0,70.0,74532.0
ORD000001020,1,PROD0000416,SELL000007,1,10032.0,528.0,44.0,10076.0
ORD000001021,1,PROD0000389,SELL000049,1,9875.0,4232.0,66.0,9941.0
ORD000001021,2,PROD0000510,SELL000012,1,542.0,28.0,34.0,576.0
ORD000001022,1,PROD0000326,SELL000074,1,730.0,38.0,52.0,782.0
ORD000001023,1,PROD0000049,SELL000050,3,11608.0,611.0,49.0,34873.0
ORD000001023,2,PROD0000258,SELL000025,3,6695.0,1181.0,46.0,20131.0
ORD000001024,1,PROD0000394,SELL000028,2,8205.0,0.0,47.0,16457.0
