order_id,payment_sequential,payment_type,payment_installments,payment_value_inr,payment_status
ORD000000612,1,COD,1,6885.0,paid
ORD000000613,1,UPI,1,2084.0,paid
ORD000000614,1,COD,1,16082.0,paid
ORD000000615,1,COD,1,3128.0,paid
ORD000000616,1,COD,1,493.0,paid
ORD000000617,1,Debit Card,1,795.0,paid
ORD000000618,1,COD,1,442.0,paid
ORD000000619,1,UPI,1,980.0,completed
ORD000000620,1,Wallet,1,52334.0,paid
ORD000000621,1,COD,1,7579.0,paid
ORD000000622,1,COD,1,631.0,refunded
ORD000000623,1,COD,1,3084.0,paid
ORD000000624,1,UPI,1,1424.0,paid
ORD000000625,1,COD,1,969.0,paid
ORD000000626,1,COD,1,112683.0,paid
ORD000000627,1,COD,1,803.0,paid
ORD000000628,1,UPI,1,116384.0,failed
ORD000000629,1,UPI,1,5584.0,paid
ORD000000630,1,COD,1,501.0,paid
ORD000000631,1,Credit Card,1,1169.0,paid
ORD000000632,1,COD,1,283.0,paid
ORD000000633,1,COD,1,6059.0,paid
ORD000000634,1,COD,1,69954.0,paid
ORD000000635,1,UPI,1,1767.0,paid
ORD000000636,1,UPI,1,478.0,paid
ORD000000637,1,COD,1,22645.0,paid
ORD000000638,1,COD,1,34133.0,declined
ORD000000639,1,COD,1,4161.0,paid
ORD000000640,1,COD,1,20461.0,completed
ORD000000641,1,COD,1,276.0,paid
ORD000000642,1,COD,1,2317.0,paid
ORD000000643,1,COD,1,44021.0,paid
ORD000000644,1,COD,1,1320.0,paid
ORD000000645,1,COD,1,23393.0,paid
ORD000000646,1,COD,1,15654.0,failed
ORD000000647,1,UPI,1,2181.0,paid
ORD000000648,1,COD,1,6925.0,paid
ORD000000649,1,UPI,1,15457.0,paid
ORD000000650,1,COD,1,58645.0,failed
ORD000000651,1,COD,1,2808.0,paid
ORD000000652,1,COD,1,107562.0,paid
ORD000000653,1,COD,1,1661.0,paid
ORD000000654,1,Credit Card,1,3766.0,paid
ORD000000655,1,COD,1,365.0,paid
ORD000000656,1,COD,1,258.0,paid
ORD000000657,1,COD,1,3545.0,paid
ORD000000658,1,COD,1,95285.0,paid
ORD000000659,1,Debit Card,1,48654.0,paid
ORD000000660,1,Net Banking,1,900.0,paid
ORD000000661,1,COD,1,20130.0,declined
ORD000000662,1,COD,1,2880.0,paid
ORD000000663,1,COD,1,3009.0,paid
ORD000000664,1,COD,1,26919.0,paid
ORD000000665,1,COD,1,24446.0,paid
ORD000000666,1,COD,1,495.0,paid
ORD000000667,1,COD,1,948.0,paid
ORD000000668,1,COD,1,2621.0,paid
ORD000000669,1,COD,1,24215.0,failed
ORD000000670,1,UPI,1,15005.0,paid
ORD000000671,1,Debit Card,1,198.0,paid
ORD000000672,1,COD,1,537.0,paid
ORD000000673,1,Credit Card,1,21440.0,paid
ORD000000674,1,COD,1,342.0,failed
ORD000000675,1,COD,1,2265.0,paid
ORD000000676,1,UPI,1,3177.0,paid
ORD000000677,1,COD,1,9464.0,paid
ORD000000678,1,Debit Card,1,1551.0,paid
ORD000000679,1,Wallet,1,689.0,paid
ORD000000680,1,COD,1,6692.0,paid
ORD000000681,1,COD,1,45882.0,paid
ORD000000682,1,COD,1,861.0,paid
ORD000000683,1,Debit Card,1,3360.0,paid
ORD000000684,1,COD,1,17465.0,paid
ORD000000685,1,Credit Card,1,1052.0,paid
ORD000000686,1,COD,1,339.0,paid
ORD000000687,1,UPI,1,1046.0,paid
ORD000000688,1,COD,1,3331.0,failed
ORD000000689,1,Credit Card,3,20111.0,paid
ORD000000690,1,UPI,1,13249.0,paid
ORD000000691,1,COD,1,12464.0,paid
ORD000000692,1,COD,1,14778.0,paid
ORD000000693,1,COD,1,437.0,paid
ORD000000694,1,COD,1,50074.0,paid
ORD000000695,1,Credit Card,1,29772.0,paid
ORD000000696,1,COD,1,3230.0,paid
ORD000000697,1,Wallet,1,5350.0,paid
ORD000000698,1,COD,1,2902.0,paid
ORD000000699,1,Debit Card,1,27638.0,PAID
ORD000000700,1,Debit Card,1,15792.0,paid
ORD000000701,1,UPI,1,19143.0,paid
ORD000000702,1,Wallet,1,19057.0,Refund
ORD000000703,1,COD,1,13636.0,paid
ORD000000704,1,UPI,1,5166.0,paid
ORD000000705,1,COD,1,566.0,paid
ORD000000706,1,COD,1,27998.0,paid
ORD000000707,1,UPI,1,7579.0,paid
ORD000000708,1,Debit Card,1,75418.0,paid
ORD000000709,1,Wallet,1,264.0,paid
ORD000000710,1,UPI,1,4737.0,paid
ORD000000711,1,Debit Card,1,2471.0,paid
ORD000000712,1,Credit Card,1,3701.0,paid
ORD000000713,1,Credit Card,1,1637.0,paid
ORD000000714,1,COD,1,3276.0,paid
ORD000000715,1,COD,1,16103.0,paid
ORD000000716,1,COD,1,546.0,paid
ORD000000717,1,Credit Card,1,755.0,paid
ORD000000718,1,UPI,1,3528.0,paid
ORD000000719,1,Credit Card,1,384.0,paid
ORD000000720,1,Wallet,1,15197.0,paid
ORD000000721,1,UPI,1,13401.0,paid
ORD000000722,1,Credit Card,1,514.0,paid
ORD000000723,1,UPI,1,436.0,completed
ORD000000724,1,UPI,1,56073.0,paid
ORD000000725,1,COD,1,4425.0,captured
ORD000000726,1,Wallet,1,1502.0,paid
ORD000000727,1,Credit Card,1,751.0,paid
ORD000000728,1,Credit Card,1,912.0,paid
ORD000000729,1,COD,1,95616.0,completed
ORD000000730,1,COD,1,65960.0,paid
ORD000000731,1,Debit Card,1,4509.0,paid
ORD000000732,1,Wallet,1,12456.0,paid
ORD000000733,1,Net Banking,1,104810.0,refunded
ORD000000734,1,UPI,1,5644.0,paid
ORD000000735,1,UPI,1,13434.0,refunded
ORD000000736,1,COD,1,33105.0,failed
ORD000000737,1,Credit Card,1,457.0,paid
ORD000000738,1,COD,1,854.0,paid
ORD000000739,1,Debit Card,1,40018.0,completed
ORD000000740,1,COD,1,2134.0,paid
ORD000000741,1,Wallet,1,1041.0,paid
ORD000000742,1,COD,1,18391.0,failed
ORD000000743,1,COD,1,30221.0,paid
ORD000000744,1,UPI,1,894.0,failed
ORD000000745,1,UPI,1,33459.0,paid
ORD000000746,1,Credit Card,1,955.0,paid
ORD000000747,1,UPI,1,10582.0,captured
ORD000000748,1,UPI,1,22077.0,failed
ORD000000749,1,COD,1,602.0,paid
ORD000000750,1,Debit Card,1,3242.0,paid
ORD000000751,1,Net Banking,1,515.0,paid
ORD000000752,1,Credit Card,1,82280.0,paid
ORD000000753,1,COD,1,4477.0,paid
ORD000000754,1,Credit Card,6,148906.0,paid
ORD000000755,1,COD,1,10095.0,refunded
ORD000000756,1,Wallet,1,95519.0,paid
ORD000000757,1,COD,1,24172.0,failed
ORD000000758,1,COD,1,23474.0,paid
ORD000000759,1,COD,1,,paid
ORD000000760,1,Credit Card,1,2350.0,failed
ORD000000761,1,UPI,1,1843.0,paid
ORD000000762,1,UPI,1,6757.0,paid
ORD000000763,1,COD,1,13365.0,paid
ORD000000764,1,Debit Card,1,5445.0,paid
ORD000000765,1,COD,1,75460.0,paid
ORD000000766,1,COD,1,11581.0,paid
ORD000000767,1,Credit Card,1,2004.0,paid
ORD000000768,1,COD,1,14510.0,paid
ORD000000769,1,UPI,1,92764.0,paid
ORD000000770,1,COD,1,1002.0,paid
ORD000000771,1,UPI,1,2643.0,paid
ORD000000772,1,COD,1,2383.0,paid
ORD000000773,1,COD,1,1289.0,Paid
ORD000000774,1,COD,1,1977.0,captured
ORD000000775,1,UPI,1,2430.0,success
ORD000000776,1,COD,1,2724.0,paid
ORD000000777,1,COD,1,762.0,paid
ORD000000778,1,COD,1,2439.0,paid
ORD000000779,1,COD,1,25284.0,paid
ORD000000780,1,COD,1,3530.0,failed
ORD000000781,1,UPI,1,12424.0,paid
ORD000000782,1,COD,1,202.0,captured
ORD000000783,1,COD,1,1964.0,Success
ORD000000784,1,UPI,1,4400.0,paid
ORD000000785,1,COD,1,6026.0,paid
ORD000000786,1,UPI,1,65407.0,paid
ORD000000787,1,UPI,1,5362.0,paid
ORD000000788,1,Credit Card,1,6350.0,paid
ORD000000789,1,COD,1,4426.0,failed
ORD000000790,1,COD,1,931.0,paid
ORD000000791,1,COD,1,12937.0,paid
ORD000000792,1,COD,1,1460.0,failed
ORD000000793,1,Debit Card,1,4905.0,paid
ORD000000794,1,COD,1,67394.0,paid
ORD000000795,1,COD,1,52762.0,paid
ORD000000796,1,UPI,1,51635.0,captured
ORD000000797,1,UPI,1,1631.0,paid
ORD000000798,1,Debit Card,1,11672.0,paid
ORD000000799,1,COD,1,15280.0,paid
ORD000000800,1,Debit Card,1,692.0,paid
ORD000000801,1,UPI,1,6841.0,paid
ORD000000802,1,Credit Card,1,14716.0,captured
ORD000000803,1,COD,1,609.0,paid
ORD000000804,1,COD,1,5503.0,paid
ORD000000805,1,COD,1,3237.0,paid
ORD000000806,1,Credit Card,3,56772.0,paid
ORD000000807,1,COD,1,1057.0,paid
ORD000000808,1,COD,1,38163.0,paid
ORD000000809,1,COD,1,5567.0,paid
ORD000000810,1,Debit Card,1,316.0,paid
ORD000000811,1,COD,1,1580.0,paid
ORD000000812,1,COD,1,61874.0,paid
ORD000000813,1,UPI,1,,paid
ORD000000814,1,Debit Card,1,3519.0,paid
ORD000000815,1,Credit Card,9,13328.0,paid
ORD000000816,1,COD,1,23108.0,paid
ORD000000817,1,COD,1,20838.0,paid
ORD000000818,1,COD,1,15137.0,failed
ORD000000819,1,COD,1,19638.0,paid
ORD000000820,1,COD,1,16574.0,paid
ORD000000821,1,COD,1,30803.0,paid
ORD000000822,1,COD,1,80160.0,paid
ORD000000823,1,COD,1,21822.0,paid
ORD000000824,1,UPI,1,34486.0,paid
ORD000000825,1,COD,1,38955.0,paid
ORD000000826,1,Net Banking,1,2086.0,paid
ORD000000827,1,Credit Card,1,2257.0,paid
ORD000000828,1,COD,1,50454.0,paid
ORD000000829,1,COD,1,1925.0,paid
ORD000000830,1,Wallet,1,11331.0,paid
ORD000000831,1,Wallet,1,9830.0,paid
ORD000000832,1,COD,1,650.0,paid
ORD000000833,1,COD,1,325.0,paid
ORD000000834,1,Net Banking,1,3947.0,paid
ORD000000835,1,UPI,1,793.0,paid
ORD000000836,1,UPI,1,1799.0,success
ORD000000837,1,COD,1,8701.0,paid
ORD000000838,1,Credit Card,3,67264.0,paid
ORD000000839,1,UPI,1,1104.0,paid
ORD000000840,1,COD,1,1821.0,Success
ORD000000841,1,UPI,1,20228.0,paid
ORD000000842,1,COD,1,1075.0,paid
ORD000000843,1,COD,1,6496.0,paid
ORD000000844,1,UPI,1,2772.0,success
ORD000000845,1,UPI,1,381.0,paid
ORD000000846,1,Net Banking,1,863.0,paid
ORD000000847,1,UPI,1,2162.0,paid
ORD000000848,1,COD,1,47837.0,paid
ORD000000849,1,COD,1,591.0,paid
ORD000000850,1,COD,1,26390.0,paid
ORD000000851,1,COD,1,2167.0,paid
ORD000000852,1,UPI,1,35471.0,paid
ORD000000853,1,COD,1,2251.0,paid
ORD000000854,1,COD,1,11631.0,paid
ORD000000855,1,COD,1,1657.0,paid
ORD000000856,1,COD,1,1002.0,paid
ORD000000857,1,COD,1,725.0,failed
ORD000000858,1,UPI,1,738.0,paid
ORD000000859,1,COD,1,111272.0,paid
ORD000000860,1,Debit Card,1,70855.0,paid
ORD000000861,1,COD,1,18653.0,paid
ORD000000862,1,Credit Card,6,108016.0,paid
ORD000000863,1,Debit Card,1,6653.0,paid
ORD000000864,1,Debit Card,1,549.0,paid
ORD000000865,1,Debit Card,1,24941.0,paid
ORD000000866,1,COD,1,532.0,paid
ORD000000867,1,COD,1,24065.0,paid
ORD000000868,1,UPI,1,22254.0,paid
ORD000000869,1,COD,1,1458.0,completed
ORD000000870,1,UPI,1,1110.0,Success
ORD000000871,1,UPI,1,6648.0,paid
ORD000000872,1,COD,1,758.0,paid
ORD000000873,1,COD,1,1075.0,FAILED
ORD000000874,1,UPI,1,16484.0,paid
ORD000000875,1,UPI,1,4885.0,paid
ORD000000876,1,Credit Card,3,11348.0,paid
ORD000000877,1,UPI,1,36447.0,paid
ORD000000878,1,COD,1,3487.0,paid
ORD000000879,1,COD,1,16074.0,paid
ORD000000880,1,COD,1,911.0,paid
ORD000000881,1,COD,1,112088.0,paid
ORD000000882,1,Credit Card,1,4193.0,paid
ORD000000883,1,UPI,1,37419.0,paid
ORD000000884,1,Debit Card,1,2904.0,failed
ORD000000885,1,COD,1,1019.0,paid
ORD000000886,1,COD,1,2062.0,paid
ORD000000887,1,COD,1,2332.0,paid
ORD000000888,1,COD,1,5485.0,paid
ORD000000889,1,COD,1,392.0,paid
ORD000000890,1,COD,1,,paid
ORD000000891,1,COD,1,433.0,Failed
ORD000000892,1,COD,1,103108.0,paid
ORD000000893,1,UPI,1,45756.0,paid
ORD000000894,1,UPI,1,1105.0,paid
ORD000000895,1,COD,1,72008.0,failed
ORD000000896,1,UPI,1,1115.0,paid
ORD000000897,1,COD,1,2139.0,refunded
ORD000000898,1,COD,1,3329.0,paid
ORD000000899,1,UPI,1,8952.0,paid
ORD000000900,1,COD,1,21883.0,paid
ORD000000901,1,UPI,1,624.0,paid
ORD000000902,1,COD,1,347.0,paid
ORD000000903,1,COD,1,9598.0,paid
ORD000000904,1,COD,1,293.0,paid
ORD000000905,1,COD,1,30092.0,failed
ORD000000906,1,COD,1,2378.0,paid
ORD000000907,1,COD,1,207.0,paid
ORD000000908,1,COD,1,1663.0,paid
ORD000000909,1,COD,1,59846.0,paid
ORD000000910,1,UPI,1,1380.0,paid
ORD000000911,1,Credit Card,1,2517.0,paid
ORD000000912,1,Debit Card,1,26727.0,success
ORD000000913,1,UPI,1,29459.0,paid
ORD000000914,1,Debit Card,1,19171.0,paid
ORD000000915,1,UPI,1,18060.0,paid
ORD000000916,1,UPI,1,541.0,refunded
ORD000000917,1,Credit Card,1,1718.0,paid
ORD000000918,1,Credit Card,1,378.0,paid
ORD000000919,1,Credit Card,1,95622.0,paid
ORD000000920,1,Debit Card,1,76037.0,paid
ORD000000921,1,COD,1,24520.0,paid
ORD000000922,1,Wallet,1,23649.0,paid
ORD000000923,1,COD,1,2688.0,paid
ORD000000924,1,COD,1,858.0,paid
ORD000000925,1,COD,1,82775.0,paid
ORD000000926,1,UPI,1,30640.0,failed
ORD000000927,1,COD,1,8417.0,paid
ORD000000928,1,COD,1,738.0,paid
ORD000000929,1,COD,1,7235.0,paid
ORD000000930,1,UPI,1,39538.0,paid
ORD000000931,1,COD,1,289.0,paid
ORD000000932,1,UPI,1,14924.0,paid
ORD000000933,1,UPI,1,15495.0,paid
ORD000000934,1,Credit Card,1,40964.0,paid
ORD000000935,1,UPI,1,973.0,paid
ORD000000936,1,COD,1,3375.0,paid
ORD000000937,1,Net Banking,1,699.0,paid
ORD000000938,1,Debit Card,1,30959.0,paid
ORD000000939,1,COD,1,559.0,captured
ORD000000940,1,COD,1,93585.0,paid
ORD000000941,1,COD,1,3003.0,paid
ORD000000942,1,Debit Card,1,80407.0,paid
ORD000000943,1,Credit Card,1,3590.0,paid
ORD000000944,1,Debit Card,1,6833.0,paid
ORD000000945,1,Wallet,1,828.0,failed
ORD000000946,1,UPI,1,5568.0,paid
ORD000000947,1,COD,1,930.0,paid
ORD000000948,1,COD,1,2334.0,paid
ORD000000949,1,COD,1,826.0,paid
ORD000000950,1,COD,1,5859.0,failed
ORD000000951,1,COD,1,5144.0,paid
ORD000000952,1,COD,1,5062.0,paid
ORD000000953,1,Credit Card,1,461.0,paid
ORD000000954,1,COD,1,4563.0,paid
ORD000000955,1,Credit Card,1,14214.0,paid
ORD000000956,1,Wallet,1,1208.0,paid
ORD000000957,1,COD,1,14160.0,paid
ORD000000958,1,COD,1,39904.0,failed
ORD000000959,1,COD,1,7664.0,paid
ORD000000960,1,Debit Card,1,27942.0,paid
ORD000000961,1,UPI,1,241.0,FAILED
ORD000000962,1,COD,1,258.0,paid
ORD000000963,1,UPI,1,94202.0,paid
ORD000000964,1,Credit Card,1,22451.0,paid
ORD000000965,1,COD,1,3571.0,success
ORD000000966,1,UPI,1,4915.0,paid
ORD000000967,1,COD,1,47248.0,paid
ORD000000968,1,COD,1,91942.0,paid
ORD000000969,1,Debit Card,1,17513.0,success
ORD000000970,1,COD,1,2022.0,paid
ORD000000971,1,Credit Card,1,74470.0,paid
ORD000000972,1,UPI,1,976.0,paid
ORD000000973,1,COD,1,775.0,paid
ORD000000974,1,UPI,1,18325.0,paid
ORD000000975,1,COD,1,18380.0,paid
ORD000000976,1,COD,1,3719.0,failed
ORD000000977,1,COD,1,16928.0,paid
ORD000000978,1,Debit Card,1,258.0,paid
ORD000000979,1,Debit Card,1,33779.0,paid
ORD000000980,1,COD,1,57248.0,success
ORD000000981,1,COD,1,59159.0,refunded
ORD000000982,1,Net Banking,1,2346.0,refunded
ORD000000983,1,UPI,1,3390.0,paid
ORD000000984,1,COD,1,55712.0,paid
ORD000000985,1,COD,1,825.0,paid
ORD000000986,1,COD,1,4617.0,paid
ORD000000987,1,COD,1,836.0,paid
ORD000000988,1,COD,1,2698.0,captured
ORD000000989,1,UPI,1,59057.0,paid
ORD000000990,1,UPI,1,13932.0,paid
ORD000000991,1,COD,1,19395.0,refunded
ORD000000992,1,UPI,1,242.0,paid
ORD000000993,1,COD,1,6566.0,paid
ORD000000994,1,Credit Card,1,859.0,paid
ORD000000995,1,COD,1,26820.0,paid
ORD000000996,1,COD,1,38926.0,failed
ORD000000997,1,COD,1,120125.0,paid
ORD000000998,1,COD,1,1446.0,paid
ORD000000999,1,UPI,1,42137.0,paid
ORD000001000,1,UPI,1,16228.0,paid
ORD000001001,1,COD,1,41002.0,paid
ORD000001002,1,COD,1,28807.0,paid
ORD000001003,1,UPI,1,1676.0,paid
ORD000001004,1,UPI,1,9993.0,completed
ORD000001005,1,Credit Card,1,78988.0,paid
ORD000001006,1,Debit Card,1,26322.0,captured
ORD000001007,1,UPI,1,1477.0,completed
ORD000001008,1,COD,1,5605.0,paid
ORD000001009,1,Credit Card,1,38602.0,paid
ORD000001010,1,COD,1,12878.0,paid
ORD000001011,1,UPI,1,16838.0,failed
ORD000001012,1,Net Banking,1,285.0,paid
ORD000001013,1,COD,1,1165.0,paid
ORD000001014,1,COD,1,6715.0,failed
ORD000001015,1,COD,1,553.0,paid
ORD000001016,1,Net Banking,1,478.0,paid
ORD000001017,1,COD,1,86551.0,paid
ORD000001018,1,Credit Card,1,1582.0,PAID
ORD000001019,1,COD,1,74532.0,paid
ORD000001020,1,COD,1,10076.0,paid
ORD000001021,1,COD,1,10517.0,paid
ORD000001022,1,Credit Card,1,782.0,paid
ORD000001023,1,COD,1,55004.0,PAID
ORD000001024,1,Wallet,1,16457.0,success
ORD000001025,1,UPI,1,46974.0,paid
ORD000001026,1,Debit Card,1,11743.0,paid
ORD000001027,1,COD,1,36249.0,paid
ORD000001028,1,COD,1,47339.0,paid
ORD000001029,1,COD,1,557.0,captured
ORD000001030,1,COD,1,3309.0,paid
ORD000001031,1,UPI,1,13839.0,paid
ORD000001032,1,COD,1,2787.0,paid
ORD000001033,1,Net Banking,1,96110.0,captured
ORD000001034,1,COD,1,4837.0,paid
ORD000001035,1,COD,1,33436.0,paid
ORD000001036,1,UPI,1,4862.0,paid
ORD000001037,1,COD,1,2210.0,paid
ORD000001038,1,COD,1,13841.0,paid
ORD000001039,1,Net Banking,1,13452.0,paid
ORD000001040,1,COD,1,17839.0,paid
ORD000001041,1,UPI,1,15162.0,paid
ORD000001042,1,COD,1,7332.0,paid
ORD000001043,1,COD,1,89616.0,paid
ORD000001044,1,COD,1,61472.0,paid
ORD000001045,1,Credit Card,3,14637.0,paid
ORD000001046,1,COD,1,46258.0,failed
ORD000001047,1,COD,1,1013.0,paid
ORD000001048,1,COD,1,3603.0,paid
ORD000001049,1,Wallet,1,13420.0,paid
ORD000001050,1,COD,1,5982.0,paid
ORD000001051,1,UPI,1,6404.0,paid
ORD000001052,1,COD,1,36345.0,paid
ORD000001053,1,COD,1,7757.0,paid
ORD000001054,1,COD,1,125913.0,PAID
ORD000001055,1,COD,1,380.0,paid
ORD000001056,1,COD,1,1787.0,paid
ORD000001057,1,COD,1,11277.0,paid
ORD000001058,1,Credit Card,1,1763.0,paid
ORD000001059,1,COD,1,11037.0,paid
ORD000001060,1,COD,1,44042.0,paid
ORD000001061,1,COD,1,1732.0,paid
ORD000001062,1,COD,1,3954.0,paid
ORD000001063,1,COD,1,3671.0,paid
ORD000001064,1,COD,1,5241.0,REFUNDED
ORD000001065,1,COD,1,403.0,paid
ORD000001066,1,COD,1,79027.0,success
ORD000001067,1,COD,1,7482.0,paid
ORD000001068,1,COD,1,1730.0,paid
ORD000001069,1,COD,1,3348.0,failed
ORD000001070,1,COD,1,10481.0,paid
ORD000001071,1,COD,1,347.0,paid
ORD000001072,1,COD,1,1499.0,paid
ORD000001073,1,COD,1,35698.0,paid
ORD000001074,1,Net Banking,1,1845.0,failed
ORD000001075,1,COD,1,810.0,failed
ORD000001076,1,COD,1,1743.0,paid
ORD000001077,1,Credit Card,1,652.0,paid
ORD000001078,1,COD,1,703.0,paid
ORD000001079,1,COD,1,587.0,PAID
ORD000001080,1,Debit Card,1,29387.0,paid
ORD000001081,1,COD,1,966.0,paid
ORD000001082,1,UPI,1,10492.0,paid
ORD000001083,1,COD,1,8871.0,paid
ORD000001084,1,COD,1,39552.0,paid
ORD000001085,1,COD,1,15009.0,PAID
ORD000001086,1,Credit Card,6,54795.0,paid
ORD000001087,1,COD,1,40405.0,paid
ORD000001088,1,UPI,1,7392.0,paid
ORD000001089,1,Wallet,1,25367.0,paid
ORD000001090,1,Net Banking,1,11517.0,paid
ORD000001091,1,COD,1,16176.0,paid
ORD000001092,1,UPI,1,1125.0,paid
ORD000001093,1,UPI,1,702.0,paid
ORD000001094,1,Credit Card,6,12306.0,paid
ORD000001095,1,Wallet,1,18075.0,refunded
ORD000001096,1,UPI,1,390.0,paid
ORD000001097,1,UPI,1,,paid
ORD000001098,1,COD,1,24154.0,paid
ORD000001099,1,COD,1,4200.0,paid
ORD000001100,1,UPI,1,20653.0,paid
ORD000001101,1,UPI,1,33899.0,paid
ORD000001102,1,UPI,1,99675.0,paid
ORD000001103,1,COD,1,1096.0,paid
ORD000001104,1,COD,1,1302.0,paid
ORD000001105,1,Wallet,1,11932.0,paid
ORD000001106,1,COD,1,2284.0,paid
ORD000001107,1,Credit Card,1,70617.0,paid
ORD000001108,1,UPI,1,360.0,paid
ORD000001109,1,COD,1,2264.0,refunded
ORD000001110,1,COD,1,2009.0,REFUNDED
ORD000001111,1,COD,1,2837.0,success
ORD000001112,1,Credit Card,1,2672.0,paid
ORD000001113,1,COD,1,46973.0,paid
ORD000001114,1,Debit Card,1,2677.0,paid
ORD000001115,1,Credit Card,1,91478.0,paid
ORD000001116,1,COD,1,5334.0,Success
ORD000001117,1,COD,1,51057.0,paid
ORD000001118,1,COD,1,3782.0,Failed
ORD000001119,1,COD,1,91485.0,refunded
ORD000001120,1,COD,1,1818.0,refunded
ORD000001121,1,COD,1,1008.0,paid
ORD000001122,1,Wallet,1,49473.0,paid
ORD000001123,1,UPI,1,31323.0,paid
ORD000001124,1,Credit Card,1,442.0,captured
ORD000001125,1,UPI,1,19158.0,paid
ORD000001126,1,UPI,1,698.0,paid
ORD000001127,1,Debit Card,1,1030.0,paid
ORD000001128,1,COD,1,82106.0,failed
ORD000001129,1,UPI,1,6555.0,paid
ORD000001130,1,Debit Card,1,1230.0,paid
ORD000001131,1,Wallet,1,24218.0,paid
ORD000001132,1,COD,1,10614.0,paid
ORD000001133,1,Debit Card,1,1113.0,paid
ORD000001134,1,COD,1,3080.0,paid
ORD000001135,1,COD,1,69110.0,paid
ORD000001136,1,COD,1,27211.0,paid
ORD000001137,1,COD,1,36702.0,paid
ORD000001138,1,COD,1,15082.0,failed
ORD000001139,1,COD,1,3313.0,paid
ORD000001140,1,COD,1,1659.0,paid
ORD000001141,1,Credit Card,1,93603.0,paid
ORD000001142,1,Debit Card,1,19211.0,paid
ORD000001143,1,Debit Card,1,5416.0,refunded
ORD000001144,1,UPI,1,18423.0,completed
ORD000001145,1,Wallet,1,64802.0,paid
ORD000001146,1,COD,1,7700.0,paid
ORD000001147,1,COD,1,17363.0,captured
ORD000001148,1,COD,1,4724.0,paid
ORD000001149,1,COD,1,107539.0,refunded
ORD000001150,1,UPI,1,61696.0,failed
ORD000001151,1,COD,1,1069.0,paid
ORD000001152,1,Net Banking,1,3211.0,paid
ORD000001153,1,COD,1,576.0,paid
ORD000001154,1,COD,1,13828.0,paid
ORD000001155,1,COD,1,97675.0,paid
ORD000001156,1,COD,1,346.0,paid
ORD000001157,1,Net Banking,1,693.0,paid
ORD000001158,1,UPI,1,619.0,paid
ORD000001159,1,COD,1,1744.0,paid
ORD000001160,1,UPI,1,,failed
ORD000001161,1,COD,1,,paid
ORD000001162,1,COD,1,31786.0,paid
ORD000001163,1,COD,1,2532.0,paid
ORD000001164,1,COD,1,4631.0,paid
ORD000001165,1,UPI,1,63454.0,paid
ORD000001166,1,Credit Card,1,20999.0,refunded
ORD000001167,1,COD,1,56315.0,failed
ORD000001168,1,UPI,1,4708.0,paid
ORD000001169,1,UPI,1,,paid
ORD000001170,1,COD,1,2377.0,paid
ORD000001171,1,COD,1,2448.0,paid
ORD000001172,1,COD,1,513.0,paid
ORD000001173,1,COD,1,3024.0,refunded
ORD000001174,1,COD,1,1028.0,paid
ORD000001175,1,COD,1,667.0,paid
ORD000001176,1,COD,1,353.0,paid
ORD000001177,1,Credit Card,1,1045.0,paid
ORD000001178,1,COD,1,14024.0,paid
ORD000001179,1,Wallet,1,52737.0,paid
ORD000001180,1,COD,1,9533.0,paid
ORD000001181,1,COD,1,3857.0,failed
ORD000001182,1,UPI,1,18042.0,paid
ORD000001183,1,COD,1,678.0,paid
ORD000001184,1,Wallet,1,17378.0,paid
ORD000001185,1,COD,1,83729.0,paid
ORD000001186,1,COD,1,948.0,completed
ORD000001187,1,UPI,1,4692.0,paid
ORD000001188,1,UPI,1,22728.0,paid
ORD000001189,1,Credit Card,3,54581.0,paid
ORD000001190,1,Credit Card,1,2888.0,refunded
ORD000001191,1,COD,1,1694.0,REFUNDED
ORD000001192,1,Credit Card,1,2872.0,paid
ORD000001193,1,UPI,1,383.0,paid
ORD000001194,1,UPI,1,22528.0,paid
ORD000001195,1,COD,1,2393.0,paid
ORD000001196,1,Debit Card,1,48774.0,paid
ORD000001197,1,UPI,1,4134.0,paid
ORD000001198,1,COD,1,42634.0,paid
ORD000001199,1,COD,1,43503.0,paid
ORD000001200,1,UPI,1,13517.0,paid
ORD000001201,1,Debit Card,1,8310.0,refunded
ORD000001202,1,COD,1,2604.0,paid
ORD000001203,1,Debit Card,1,27424.0,paid
ORD000001204,1,COD,1,563.0,paid
ORD000001205,1,COD,1,19824.0,captured
ORD000001206,1,UPI,1,1183.0,paid
ORD000001207,1,COD,1,1785.0,paid
ORD000001208,1,COD,1,5638.0,paid
ORD000001209,1,UPI,1,15021.0,paid
ORD000001210,1,COD,1,339.0,failed
ORD000001211,1,COD,1,16937.0,paid
ORD000001212,1,COD,1,20124.0,paid
ORD000001213,1,COD,1,278.0,paid
ORD000001214,1,COD,1,67271.0,paid
ORD000001215,1,COD,1,2946.0,paid
ORD000001216,1,Wallet,1,2286.0,paid
ORD000001217,1,UPI,1,46680.0,paid
ORD000001218,1,UPI,1,869.0,failed
ORD000001219,1,COD,1,1838.0,completed
ORD000001220,1,COD,1,1159.0,paid
ORD000001221,1,Debit Card,1,902.0,paid
ORD000001222,1,UPI,1,432.0,paid
ORD000001223,1,Credit Card,1,3554.0,paid
ORD000001224,1,COD,1,372.0,paid
ORD000001225,1,UPI,1,690.0,paid
ORD000001226,1,COD,1,11388.0,failed
