order_id,customer_id,order_status,order_purchase_ts,order_approved_ts,payment_type
ORD000000627,CUST00000007,delivered,2024-10-04 21:32:58,2024-10-05 00:10:58,COD
ORD000000628,CUST00000001,cancelled,2023-09-15 02:56:50,2023-09-15 10:37:50,UPI
ORD000000629,CUST00000001,delivered,2024-10-27 14:58:26,2024-10-28 02:30:26,UPI
ORD000000630,CUST00000010,delivered,2024-12-29 17:41:47,2024-12-29 20:37:47,COD
ORD000000631,CUST00000001,delivered,2023-09-21 09:44:31,2023-09-21 21:31:31,Credit Card
ORD000000632,CUST00000003,delivered,2023-04-12 11:24:15,2023-04-12 20:34:15,COD
ORD000000633,CUST00000001,delivered,2024-12-08 16:41:16,2024-12-08 18:12:16,COD
ORD000000634,CUST00000001,delivered,2023-05-25 10:55:58,2023-05-25 11:04:58,COD
ORD000000635,CUST00000001,delivered,2024-08-20 09:25:20,2024-08-20 10:50:20,UPI
ORD000000636,CUST00000002,shipped,2023-01-29 13:57:16,2023-01-29 22:33:16,UPI
ORD000000637,CUST00000001,delivered,2023-07-20 19:17:16,2023-07-21 03:21:16,COD
ORD000000638,CUST00000001,cancelled,2023-08-11 03:13:59,2023-08-11 13:51:59,COD
ORD000000639,CUST00000001,delivered,2023-09-12 20:58:33,2023-09-13 03:18:33,COD
ORD000000640,CUST00000037,shipped,2024-11-05 04:48:02,2024-11-05 05:25:02,COD
ORD000000641,CUST00000001,delivered,2023-05-28 02:20:44,2023-05-28 14:19:44,COD
ORD000000642,CUST00000001,shipped,2023-05-27 04:20:11,2023-05-27 14:45:11,COD
ORD000000643,CUST00000001,processing,2024-06-11 01:50:19,2024-06-11 10:27:19,COD
ORD000000644,CUST00000002,delivered,2024-12-04 22:50:46,2024-12-05 09:51:46,COD
ORD000000645,CUST00000002,delivered,2023-10-27 07:00:16,2023-10-27 10:24:16,COD
ORD000000646,CUST00000001,cancelled,2024-08-21 18:33:23,2024-08-22 01:01:23,COD
ORD000000647,CUST00000018,delivered,2023-01-22 04:22:41,2023-01-22 10:47:41,UPI
ORD000000648,CUST00000009,delivered,2024-10-02 12:42:02,2024-10-02 16:10:02,COD
ORD000000649,CUST00000004,delivered,2024-07-09 10:13:23,2024-07-09 22:10:23,UPI
ORD000000650,CUST00000003,cancelled,2024-10-29 15:49:36,2024-10-29 22:36:36,COD
ORD000000651,CUST00000002,delivered,2024-04-25 23:43:20,2024-04-26 10:45:20,COD
ORD000000652,CUST00000003,delivered,2024-11-24 15:35:58,2024-11-24 19:22:58,COD
ORD000000653,CUST00000001,delivered,2023-10-28 16:50:51,2023-10-28 22:49:51,COD
ORD000000654,CUST00001210,delivered,2024-07-17 06:17:46,2024-07-17 17:29:46,Credit Card
ORD000000655,CUST00000021,shipped,2024-07-11 02:55:37,2024-07-11 05:08:37,COD
ORD000000656,CUST00000001,shipped,2023-08-18 02:04:42,2023-08-18 08:37:42,COD
ORD000000657,CUST00000001,delivered,2024-11-06 07:12:15,2024-11-06 16:46:15,COD
ORD000000658,CUST00000003,delivered,2024-08-27 13:19:06,2024-08-27 22:55:06,COD
ORD000000659,CUST00000001,delivered,2024-10-20 01:27:01,2024-10-20 10:29:01,Debit Card
ORD000000660,CUST00000001,delivered,2023-10-18 06:18:46,2023-10-18 13:39:46,Net Banking
ORD000000661,CUST00000001,cancelled,2024-10-07 15:09:02,2024-10-07 15:18:02,COD
ORD000000662,CUST00000004,delivered,2023-09-28 20:57:47,2023-09-29 00:28:47,COD
ORD000000663,CUST00000003,delivered,2024-12-15 23:44:57,2024-12-16 09:17:57,COD
ORD000000664,CUST00000024,delivered,2023-01-16 05:39:54,2023-01-16 11:41:54,COD
ORD000000665,CUST00000016,delivered,2024-04-09 02:27:01,2024-04-09 06:48:01,COD
ORD000000666,CUST00000002,delivered,2023-04-03 13:44:55,2023-04-04 00:18:55,COD
ORD000000667,CUST00000001,delivered,2024-07-05 22:30:56,2024-07-06 02:40:56,COD
ORD000000668,CUST00000001,delivered,2023-10-19 10:04:56,2023-10-19 14:42:56,COD
ORD000000669,CUST00000004,cancelled,2024-10-21 21:42:01,2024-10-22 02:36:01,COD
ORD000000670,CUST00000001,delivered,2024-10-22 17:49:46,2024-10-22 21:58:46,UPI
ORD000000671,CUST00000002,shipped,2023-10-21 21:34:13,2023-10-22 03:40:13,Debit Card
ORD000000672,CUST00001056,delivered,2024-09-22 22:49:04,2024-09-23 10:17:04,COD
ORD000000673,CUST00000079,delivered,2024-06-02 02:34:36,2024-06-02 14:32:36,Credit Card
ORD000000674,CUST00000001,cancelled,2023-11-12 09:52:39,2023-11-12 13:55:39,COD
ORD000000675,CUST00000001,shipped,2023-10-08 01:11:54,2023-10-08 05:40:54,COD
ORD000000676,CUST00000001,delivered,2023-06-28 01:03:52,2023-06-28 11:22:52,UPI
ORD000000677,CUST00000021,delivered,2023-02-19 11:24:15,2023-02-19 18:20:15,COD
ORD000000678,CUST00000001,delivered,2024-01-11 15:52:27,2024-01-11 18:04:27,Debit Card
ORD000000679,CUST00000001,delivered,2024-01-30 21:15:53,2024-01-31 03:52:53,Wallet
ORD000000680,CUST00000010,delivered,2023-11-27 03:06:01,2023-11-27 12:37:01,COD
ORD000000681,CUST00000001,delivered,2024-12-02 00:47:53,2024-12-02 05:40:53,COD
ORD000000682,CUST00000001,delivered,2023-01-07 02:30:28,2023-01-07 09:54:28,COD
ORD000000683,CUST00000047,delivered,2024-10-10 22:14:32,2024-10-11 07:32:32,Debit Card
ORD000000684,CUST00000007,delivered,2024-09-15 15:52:38,2024-09-15 17:22:38,COD
ORD000000685,CUST00000052,delivered,2024-08-09 11:33:05,2024-08-09 23:14:05,Credit Card
ORD000000686,CUST00000001,delivered,2024-01-17 02:28:02,2024-01-17 03:18:02,COD
ORD000000687,CUST00000002,processing,2023-06-11 08:53:59,2023-06-11 10:19:59,UPI
ORD000000688,CUST00000001,cancelled,2024-10-18 03:05:26,2024-10-18 06:43:26,COD
ORD000000689,CUST00000752,delivered,2024-07-27 00:43:20,2024-07-27 01:02:20,Credit Card
ORD000000690,CUST00000014,delivered,2024-10-05 10:32:16,2024-10-05 18:27:16,UPI
ORD000000691,CUST00000001,shipped,2023-07-20 12:03:48,2023-07-20 18:23:48,COD
ORD000000692,CUST00000003,delivered,2024-02-12 10:51:20,2024-02-12 15:13:20,COD
ORD000000693,CUST00000001,delivered,2023-11-05 20:54:58,2023-11-06 08:45:58,COD
ORD000000694,CUST00000001,delivered,2024-04-27 21:55:44,2024-04-28 01:13:44,COD
ORD000000695,CUST00000001,delivered,2024-08-03 02:55:09,2024-08-03 13:28:09,Credit Card
ORD000000696,CUST00000005,delivered,2023-05-27 06:37:37,2023-05-27 13:38:37,COD
ORD000000697,CUST00000215,delivered,2023-05-27 12:01:25,2023-05-27 20:21:25,Wallet
ORD000000698,CUST00000001,delivered,2023-02-02 09:37:20,2023-02-02 21:03:20,COD
ORD000000699,CUST00000002,delivered,2023-05-13 10:27:38,2023-05-13 13:33:38,Debit Card
ORD000000700,CUST00000001,delivered,2023-07-24 16:58:49,2023-07-24 18:30:49,Debit Card
ORD000000701,CUST00000007,delivered,2023-02-27 04:19:08,2023-02-27 13:50:08,UPI
ORD000000702,CUST00000001,returned,2023-10-12 19:50:54,2023-10-13 03:35:54,Wallet
ORD000000703,CUST00000001,delivered,2024-05-28 06:21:17,2024-05-28 08:47:17,COD
ORD000000704,CUST00000001,delivered,2024-09-08 08:22:43,2024-09-08 19:19:43,UPI
ORD000000705,CUST00000001,delivered,2023-10-09 05:19:15,2023-10-09 13:57:15,COD
ORD000000706,CUST00000001,delivered,2023-03-09 15:08:45,2023-03-09 21:39:45,COD
ORD000000707,CUST00000003,processing,2024-08-09 16:41:39,2024-08-09 18:20:39,UPI
ORD000000708,CUST00000001,shipped,2023-10-28 14:58:49,2023-10-29 02:32:49,Debit Card
ORD000000709,CUST00000002,delivered,2023-08-03 11:50:45,2023-08-03 18:10:45,Wallet
ORD000000710,CUST00000003,delivered,2023-12-20 07:16:37,2023-12-20 14:28:37,UPI
ORD000000711,CUST00000005,delivered,2024-12-20 16:30:18,2024-12-20 16:54:18,Debit Card
ORD000000712,CUST00000007,delivered,2023-10-22 02:50:48,2023-10-22 10:55:48,Credit Card
ORD000000713,CUST00000001,delivered,2024-12-10 07:29:08,2024-12-10 17:31:08,Credit Card
ORD000000714,CUST00000016,delivered,2023-08-05 16:22:49,2023-08-06 01:52:49,COD
ORD000000715,CUST00000001,delivered,2023-03-28 16:36:46,2023-03-28 21:10:46,COD
ORD000000716,CUST00000002,delivered,2023-05-13 06:26:01,2023-05-13 08:53:01,COD
ORD000000717,CUST00000005,delivered,2024-08-22 08:11:22,2024-08-22 13:32:22,Credit Card
ORD000000718,CUST00000001,delivered,2024-01-28 07:38:19,2024-01-28 14:23:19,UPI
ORD000000719,CUST00000001,delivered,2024-03-07 21:16:59,2024-03-08 00:33:59,Credit Card
ORD000000720,CUST00000006,delivered,2024-12-18 13:44:11,2024-12-18 21:08:11,Wallet
ORD000000721,CUST00000003,delivered,2024-01-02 02:50:49,2024-01-02 13:56:49,UPI
ORD000000722,CUST00000001,delivered,2023-04-08 03:51:33,2023-04-08 05:21:33,Credit Card
ORD000000723,CUST00000016,delivered,2024-07-05 01:39:36,2024-07-05 04:40:36,UPI
ORD000000724,CUST00000037,delivered,2023-06-26 05:47:45,2023-06-26 11:17:45,UPI
ORD000000725,CUST00000001,delivered,2024-03-07 05:20:09,2024-03-07 07:29:09,COD
ORD000000726,CUST00000002,delivered,2024-10-12 10:42:21,2024-10-12 19:58:21,Wallet
ORD000000727,CUST00000171,delivered,2023-12-24 17:56:08,2023-12-24 18:44:08,Credit Card
ORD000000728,CUST00000001,delivered,2023-09-27 21:05:00,2023-09-27 21:39:00,Credit Card
ORD000000729,CUST00000004,delivered,2024-03-02 13:24:17,2024-03-02 17:41:17,COD
ORD000000730,CUST00000029,delivered,2023-04-16 18:32:02,2023-04-16 23:32:02,COD
ORD000000731,CUST00000001,delivered,2023-09-21 15:43:11,2023-09-22 00:12:11,Debit Card
ORD000000732,CUST00000002,delivered,2024-01-02 07:37:20,2024-01-02 09:26:20,Wallet
ORD000000733,CUST00000001,returned,2023-08-05 14:41:15,2023-08-06 00:06:15,Net Banking
ORD000000734,CUST00000002,processing,2023-01-29 07:14:58,2023-01-29 09:24:58,UPI
ORD000000735,CUST00000001,returned,2024-03-10 07:24:40,2024-03-10 18:47:40,UPI
ORD000000736,CUST00000005,cancelled,2023-10-31 23:41:46,2023-11-01 05:52:46,COD
ORD000000737,CUST00000001,delivered,2023-10-28 21:51:22,2023-10-29 07:04:22,Credit Card
ORD000000738,CUST00000002,delivered,2024-12-30 15:40:52,2024-12-30 16:06:52,COD
ORD000000739,CUST00000001,delivered,2023-04-03 14:13:59,2023-04-03 22:50:59,Debit Card
ORD000000740,CUST00000003,delivered,2023-05-10 16:27:10,2023-05-10 21:35:10,COD
ORD000000741,CUST00000005,shipped,2024-10-23 18:04:17,2024-10-24 00:08:17,Wallet
ORD000000742,CUST00000001,cancelled,2023-04-19 01:19:22,2023-04-19 01:42:22,COD
ORD000000743,CUST00000002,delivered,2024-11-05 08:36:13,2024-11-05 16:04:13,COD
ORD000000744,CUST00000015,cancelled,2024-05-25 02:31:09,2024-05-25 13:37:09,UPI
ORD000000745,CUST00000060,delivered,2024-01-20 12:42:00,2024-01-21 00:38:00,UPI
ORD000000746,CUST00000001,delivered,2023-08-27 07:04:00,2023-08-27 17:40:00,Credit Card
ORD000000747,CUST00000005,delivered,2023-10-15 07:55:22,2023-10-15 16:33:22,UPI
ORD000000748,CUST00000001,cancelled,2024-10-03 20:12:29,2024-10-03 22:48:29,UPI
ORD000000749,CUST00000001,delivered,2023-02-14 04:53:51,2023-02-14 09:21:51,COD
ORD000000750,CUST00000005,delivered,2024-08-17 21:51:21,2024-08-17 22:43:21,Debit Card
ORD000000751,CUST00000001,delivered,2024-10-03 10:06:02,2024-10-03 12:51:02,Net Banking
ORD000000752,CUST00000002,delivered,2024-06-23 04:35:04,2024-06-23 07:39:04,Credit Card
ORD000000753,CUST00000004,shipped,2023-02-12 03:26:19,2023-02-12 11:27:19,COD
ORD000000754,CUST00000001,delivered,2024-07-26 17:08:26,2024-07-26 17:33:26,Credit Card
ORD000000755,CUST00000001,returned,2024-07-09 21:39:46,2024-07-10 08:48:46,COD
ORD000000756,CUST00000001,delivered,2023-01-07 20:58:45,2023-01-08 05:48:45,Wallet
ORD000000757,CUST00000002,cancelled,2024-10-28 04:05:12,2024-10-28 12:10:12,COD
ORD000000758,CUST00000856,delivered,2023-04-21 21:05:37,2023-04-22 04:00:37,COD
ORD000000759,CUST00000006,delivered,2024-12-12 05:24:44,2024-12-12 08:30:44,COD
ORD000000760,CUST00000003,cancelled,2023-02-26 11:00:40,2023-02-26 17:33:40,Credit Card
ORD000000761,CUST00000001,shipped,2023-07-22 00:07:59,2023-07-22 07:47:59,UPI
ORD000000762,CUST00000003,delivered,2024-06-10 06:12:38,2024-06-10 16:26:38,UPI
ORD000000763,CUST00000002,processing,2023-04-25 07:40:40,2023-04-25 15:53:40,COD
ORD000000764,CUST00000009,delivered,2023-06-06 22:57:02,2023-06-07 08:40:02,Debit Card
ORD000000765,CUST00000005,delivered,2023-01-05 06:40:46,2023-01-05 12:11:46,COD
ORD000000766,CUST00000002,delivered,2024-10-03 06:38:16,2024-10-03 11:35:16,COD
ORD000000767,CUST00000007,delivered,2023-01-28 06:33:39,2023-01-28 15:56:39,Credit Card
ORD000000768,CUST00000003,delivered,2024-04-20 06:03:52,2024-04-20 13:24:52,COD
ORD000000769,CUST00000002,delivered,2024-03-07 12:57:32,2024-03-07 17:43:32,UPI
ORD000000770,CUST00000002,delivered,2024-01-05 04:56:11,2024-01-05 10:16:11,COD
ORD000000771,CUST00000001,delivered,2023-10-23 06:58:21,2023-10-23 13:40:21,UPI
ORD000000772,CUST00000001,delivered,2023-09-14 12:46:51,2023-09-14 20:17:51,COD
ORD000000773,CUST00000005,delivered,2024-12-08 18:09:13,2024-12-08 22:31:13,COD
ORD000000774,CUST00000006,delivered,2024-09-01 02:34:20,2024-09-01 04:27:20,COD
ORD000000775,CUST00000022,delivered,2024-11-08 08:21:54,2024-11-08 19:08:54,UPI
ORD000000776,CUST00000032,delivered,2024-07-18 13:41:47,2024-07-18 17:20:47,COD
ORD000000777,CUST00000001,delivered,2024-10-04 22:00:08,2024-10-05 00:00:08,COD
ORD000000778,CUST00000001,delivered,2024-12-14 22:38:54,2024-12-15 01:43:54,COD
ORD000000779,CUST00000007,processing,2023-12-05 20:55:57,2023-12-06 07:21:57,COD
ORD000000780,CUST00000001,cancelled,2024-11-02 12:07:09,2024-11-02 14:11:09,COD
ORD000000781,CUST00000001,delivered,2023-02-02 02:21:21,2023-02-02 10:44:21,UPI
ORD000000782,CUST00000028,delivered,2023-03-31 23:10:06,2023-04-01 04:10:06,COD
ORD000000783,CUST00000003,delivered,2023-12-29 14:55:06,2023-12-29 22:14:06,COD
ORD000000784,CUST00000001,delivered,2023-12-06 21:44:12,2023-12-07 06:28:12,UPI
ORD000000785,CUST00000001,delivered,2023-11-22 22:05:44,2023-11-23 00:48:44,COD
ORD000000786,CUST00000016,delivered,2024-01-28 19:00:54,2024-01-28 23:48:54,UPI
ORD000000787,CUST00000001,delivered,2024-01-29 10:05:07,2024-01-29 19:35:07,UPI
ORD000000788,CUST00000001,delivered,2024-10-21 14:35:36,2024-10-22 02:22:36,Credit Card
ORD000000789,CUST00000012,cancelled,2023-10-09 16:35:09,2023-10-10 02:49:09,COD
ORD000000790,CUST00000001,delivered,2023-09-29 21:08:10,2023-09-30 00:48:10,COD
ORD000000791,CUST00000014,delivered,2024-06-20 05:25:41,2024-06-20 08:19:41,COD
ORD000000792,CUST00000001,cancelled,2024-05-04 13:19:10,2024-05-05 00:41:10,COD
ORD000000793,CUST00000001,delivered,2024-10-04 14:18:03,2024-10-04 22:34:03,Debit Card
ORD000000794,CUST00000001,delivered,2023-09-23 04:58:22,2023-09-23 07:21:22,COD
ORD000000795,CUST00000031,delivered,2023-01-02 09:38:44,2023-01-02 17:25:44,COD
ORD000000796,CUST00000002,delivered,2024-11-27 22:12:15,2024-11-28 02:06:15,UPI
ORD000000797,CUST00000001,delivered,2023-02-03 00:23:09,2023-02-03 02:19:09,UPI
ORD000000798,CUST00000006,delivered,2024-06-01 12:03:09,2024-06-01 14:05:09,Debit Card
ORD000000799,CUST00000006,delivered,2023-10-01 14:37:24,2023-10-01 19:12:24,COD
ORD000000800,CUST00000001,delivered,2023-11-09 21:47:09,2023-11-10 00:42:09,Debit Card
ORD000000801,CUST00000001,delivered,2024-10-06 06:48:06,2024-10-06 16:14:06,UPI
ORD000000802,CUST00000004,delivered,2023-11-06 09:26:07,2023-11-06 11:23:07,Credit Card
ORD000000803,CUST00000003,delivered,2023-05-01 01:55:47,2023-05-01 04:13:47,COD
ORD000000804,CUST00000001,delivered,2024-08-05 08:03:26,2024-08-05 15:34:26,COD
ORD000000805,CUST00000001,delivered,2023-01-13 23:56:06,2023-01-14 05:11:06,COD
ORD000000806,CUST00000002,delivered,2023-08-23 18:23:01,2023-08-23 20:51:01,Credit Card
ORD000000807,CUST00000001,delivered,2024-01-28 10:16:52,2024-01-28 11:10:52,COD
ORD000000808,CUST00000094,delivered,2023-11-22 15:13:36,2023-11-22 16:18:36,COD
ORD000000809,CUST00000001,delivered,2024-04-10 23:08:56,2024-04-11 02:41:56,COD
ORD000000810,CUST00000001,delivered,2023-10-25 10:33:12,2023-10-25 13:48:12,Debit Card
ORD000000811,CUST00000002,delivered,2023-10-28 07:04:17,2023-10-28 14:04:17,COD
ORD000000812,CUST00000002,delivered,2023-10-10 21:05:10,2023-10-11 05:15:10,COD
ORD000000813,CUST00000002,delivered,2024-10-26 20:24:42,2024-10-26 22:27:42,UPI
ORD000000814,CUST00000010,delivered,2023-01-10 12:23:52,2023-01-10 17:34:52,Debit Card
ORD000000815,CUST00000001,processing,2024-11-23 00:16:59,2024-11-23 05:54:59,Credit Card
ORD000000816,CUST00000001,delivered,2023-10-14 00:18:25,2023-10-14 02:14:25,COD
ORD000000817,CUST00000001,delivered,2023-10-20 02:49:18,2023-10-20 08:43:18,COD
ORD000000818,CUST00000239,cancelled,2024-07-11 16:38:12,2024-07-11 17:28:12,COD
ORD000000819,CUST00000001,delivered,2023-10-27 04:12:46,2023-10-27 07:59:46,COD
ORD000000820,CUST00000043,delivered,2024-04-06 01:30:56,2024-04-06 10:16:56,COD
ORD000000821,CUST00000001,delivered,2024-11-01 16:21:51,2024-11-01 19:20:51,COD
ORD000000822,CUST00000004,delivered,2024-10-09 11:32:47,2024-10-09 20:00:47,COD
ORD000000823,CUST00000013,delivered,2024-01-09 12:43:58,2024-01-09 14:04:58,COD
ORD000000824,CUST00000023,shipped,2024-07-03 04:36:35,2024-07-03 10:10:35,UPI
ORD000000825,CUST00000001,delivered,2023-10-28 05:09:12,2023-10-28 15:59:12,COD
ORD000000826,CUST00000057,delivered,2024-08-24 05:48:27,2024-08-24 12:10:27,Net Banking
ORD000000827,CUST00000001,delivered,2023-05-24 15:27:25,2023-05-25 01:15:25,Credit Card
ORD000000828,CUST00000005,shipped,2023-02-04 23:30:56,2023-02-05 02:26:56,COD
ORD000000829,CUST00000001,delivered,2024-01-31 21:58:44,2024-02-01 00:15:44,COD
ORD000000830,CUST00000011,delivered,2023-07-02 02:43:24,2023-07-02 08:35:24,Wallet
ORD000000831,CUST00000001,delivered,2024-07-14 16:18:37,2024-07-14 19:20:37,Wallet
ORD000000832,CUST00000002,delivered,2023-03-25 18:11:05,2023-03-26 02:56:05,COD
ORD000000833,CUST00000001,delivered,2023-01-03 00:58:26,2023-01-03 05:14:26,COD
ORD000000834,CUST00000040,delivered,2024-05-28 15:17:55,2024-05-29 00:33:55,Net Banking
ORD000000835,CUST00000709,processing,2024-01-01 10:40:03,2024-01-01 11:10:03,UPI
ORD000000836,CUST00000001,delivered,2024-12-04 04:40:51,2024-12-04 08:48:51,UPI
ORD000000837,CUST00000018,delivered,2023-07-30 18:57:05,2023-07-30 21:55:05,COD
ORD000000838,CUST00000001,delivered,2023-04-13 22:26:53,2023-04-14 06:36:53,Credit Card
ORD000000839,CUST00000004,delivered,2023-01-15 14:21:31,2023-01-15 16:53:31,UPI
ORD000000840,CUST00000001,delivered,2023-11-27 04:50:02,2023-11-27 10:42:02,COD
ORD000000841,CUST00000002,delivered,2023-03-24 10:17:37,2023-03-24 14:39:37,UPI
ORD000000842,CUST00000001,delivered,2024-08-24 12:22:26,2024-08-24 21:15:26,COD
ORD000000843,CUST00000001,delivered,2023-02-27 21:39:17,2023-02-28 02:08:17,COD
ORD000000844,CUST00000004,delivered,2024-11-06 18:58:21,2024-11-07 03:16:21,UPI
ORD000000845,CUST00000001,delivered,2024-01-31 16:05:47,2024-01-31 17:13:47,UPI
ORD000000846,CUST00000003,delivered,2024-06-15 18:19:32,2024-06-16 03:20:32,Net Banking
ORD000000847,CUST00000014,delivered,2023-04-20 16:39:30,2023-04-21 00:20:30,UPI
ORD000000848,CUST00000005,delivered,2023-03-14 07:40:22,2023-03-14 09:42:22,COD
ORD000000849,CUST00000001,delivered,2023-10-12 03:12:10,2023-10-12 04:34:10,COD
ORD000000850,CUST00000019,delivered,2024-01-13 20:08:33,2024-01-14 00:03:33,COD
ORD000000851,CUST00000011,delivered,2024-03-02 13:17:33,2024-03-03 01:08:33,COD
ORD000000852,CUST00000006,shipped,2023-10-04 23:05:25,2023-10-05 02:19:25,UPI
ORD000000853,CUST00000005,delivered,2023-08-22 16:20:40,2023-08-22 22:04:40,COD
ORD000000854,CUST00000001,delivered,2024-12-26 11:22:35,2024-12-26 16:46:35,COD
ORD000000855,CUST00000001,delivered,2023-08-22 15:31:20,2023-08-22 19:06:20,COD
ORD000000856,CUST00000057,delivered,2023-04-26 15:39:20,2023-04-26 21:16:20,COD
ORD000000857,CUST00000009,cancelled,2023-10-15 23:33:23,2023-10-16 01:43:23,COD
ORD000000858,CUST00000003,delivered,2023-09-18 08:44:54,2023-09-18 16:46:54,UPI
ORD000000859,CUST00000002,delivered,2023-11-08 09:07:34,2023-11-08 11:06:34,COD
ORD000000860,CUST00000254,delivered,2024-04-13 08:29:52,2024-04-13 15:21:52,Debit Card
ORD000000861,CUST00000001,delivered,2024-03-26 02:35:21,2024-03-26 06:27:21,COD
ORD000000862,CUST00000001,delivered,2024-06-17 11:16:23,2024-06-17 18:15:23,Credit Card
ORD000000863,CUST00000001,delivered,2023-05-12 10:41:17,2023-05-12 17:17:17,Debit Card
ORD000000864,CUST00000002,shipped,2023-02-04 04:43:52,2023-02-04 12:20:52,Debit Card
ORD000000865,CUST00000003,delivered,2024-09-06 19:33:52,2024-09-07 02:50:52,Debit Card
ORD000000866,CUST00000007,delivered,2023-07-04 16:32:44,2023-07-04 19:52:44,COD
ORD000000867,CUST00000002,delivered,2023-09-28 05:47:47,2023-09-28 12:52:47,COD
ORD000000868,CUST00000002,delivered,2023-12-07 03:58:25,2023-12-07 06:44:25,UPI
ORD000000869,CUST00000862,delivered,2024-07-03 14:49:59,2024-07-03 19:31:59,COD
ORD000000870,CUST00000015,delivered,2023-05-18 00:07:27,2023-05-18 02:45:27,UPI
ORD000000871,CUST00000034,delivered,2024-10-31 03:37:30,2024-10-31 10:04:30,UPI
ORD000000872,CUST00000001,delivered,2023-10-01 10:32:50,2023-10-01 19:54:50,COD
ORD000000873,CUST00000001,cancelled,2024-12-26 23:46:27,2024-12-27 07:03:27,COD
ORD000000874,CUST00000513,delivered,2023-09-02 01:50:02,2023-09-02 03:04:02,UPI
ORD000000875,CUST00000001,delivered,2024-07-11 12:41:18,2024-07-11 13:40:18,UPI
ORD000000876,CUST00000002,delivered,2023-10-23 13:29:54,2023-10-23 17:20:54,Credit Card
ORD000000877,CUST00000001,delivered,2024-10-06 06:02:38,2024-10-06 13:07:38,UPI
ORD000000878,CUST00000018,delivered,2023-12-13 12:29:19,2023-12-13 15:54:19,COD
ORD000000879,CUST00000014,delivered,2024-10-21 15:13:15,2024-10-22 03:09:15,COD
ORD000000880,CUST00000040,delivered,2024-08-04 03:17:39,2024-08-04 10:25:39,COD
ORD000000881,CUST00000003,delivered,2024-03-10 22:54:00,2024-03-11 09:38:00,COD
ORD000000882,CUST00000003,delivered,2023-08-02 05:54:14,2023-08-02 16:59:14,Credit Card
ORD000000883,CUST00000001,delivered,2023-08-11 08:50:58,2023-08-11 10:03:58,UPI
ORD000000884,CUST00000008,cancelled,2024-12-29 00:35:12,2024-12-29 11:08:12,Debit Card
ORD000000885,CUST00000001,delivered,2024-11-10 14:14:39,2024-11-10 14:55:39,COD
ORD000000886,CUST00000001,delivered,2023-04-26 14:15:17,2023-04-26 15:35:17,COD
ORD000000887,CUST00000001,delivered,2023-06-23 02:47:15,2023-06-23 09:18:15,COD
ORD000000888,CUST00000031,delivered,2023-03-30 07:01:43,2023-03-30 13:32:43,COD
ORD000000889,CUST00000002,delivered,2023-06-20 18:24:04,2023-06-21 02:12:04,COD
ORD000000890,CUST00000001,delivered,2023-09-06 17:06:41,2023-09-06 17:37:41,COD
ORD000000891,CUST00000001,cancelled,2024-10-06 07:22:30,2024-10-06 08:44:30,COD
ORD000000892,CUST00000002,delivered,2023-03-19 15:06:56,2023-03-20 00:37:56,COD
ORD000000893,CUST00000002,delivered,2024-10-25 17:55:43,2024-10-26 01:02:43,UPI
ORD000000894,CUST00000001,delivered,2024-12-21 08:57:57,2024-12-21 13:29:57,UPI
ORD000000895,CUST00000001,cancelled,2023-08-30 04:13:04,2023-08-30 06:28:04,COD
ORD000000896,CUST00000002,delivered,2023-12-08 00:31:16,2023-12-08 03:09:16,UPI
ORD000000897,CUST00000098,returned,2024-01-21 22:54:50,2024-01-22 02:38:50,COD
ORD000000898,CUST00000124,delivered,2023-06-24 07:41:02,2023-06-24 13:32:02,COD
ORD000000899,CUST00000001,delivered,2024-07-16 19:20:51,2024-07-17 05:07:51,UPI
ORD000000900,CUST00000005,shipped,2024-03-05 07:47:48,2024-03-05 13:03:48,COD
ORD000000901,CUST00000004,delivered,2023-04-03 17:05:36,2023-04-03 22:22:36,UPI
ORD000000902,CUST00000031,delivered,2024-10-29 07:59:05,2024-10-29 19:18:05,COD
ORD000000903,CUST00000003,delivered,2023-09-16 14:34:36,2023-09-16 15:45:36,COD
ORD000000904,CUST00000019,delivered,2023-05-12 22:52:57,2023-05-12 23:20:57,COD
ORD000000905,CUST00000001,cancelled,2024-12-26 18:05:22,2024-12-27 05:59:22,COD
ORD000000906,CUST00000031,shipped,2023-03-26 03:56:57,2023-03-26 15:20:57,COD
ORD000000907,CUST00000005,delivered,2023-02-16 12:34:06,2023-02-16 17:27:06,COD
ORD000000908,CUST00001764,delivered,2023-07-22 06:28:53,2023-07-22 09:20:53,COD
ORD000000909,CUST00000002,delivered,2023-10-01 05:15:52,2023-10-01 06:47:52,COD
ORD000000910,CUST00000001,delivered,2023-11-18 19:58:39,2023-11-18 21:46:39,UPI
ORD000000911,CUST00000008,delivered,2024-06-05 23:34:56,2024-06-06 10:16:56,Credit Card
ORD000000912,CUST00000002,delivered,2023-10-20 22:12:13,2023-10-21 07:07:13,Debit Card
ORD000000913,CUST00000002,processing,2024-02-16 20:08:14,2024-02-17 06:16:14,UPI
ORD000000914,CUST00000027,delivered,2023-01-02 11:14:19,2023-01-02 17:32:19,Debit Card
ORD000000915,CUST00000008,delivered,2023-10-26 12:37:41,2023-10-26 20:32:41,UPI
ORD000000916,CUST00000020,returned,2024-11-28 12:57:40,2024-11-28 23:42:40,UPI
ORD000000917,CUST00000003,processing,2024-08-23 17:40:09,2024-08-23 22:00:09,Credit Card
